mentee_id,post_id,requirement_coverage_score,requirement_overlap_score,required_skill_level_match_score,matched_required_skill_count,missing_required_skill_count,program_popularity_log,program_difficulty_score,is_open,is_available,spots_left,target_level_num,required_education_num,target_level_gap,education_level_gap,target_level_pass,education_level_pass,target_level_exact_match,education_level_exact_match,minimum_requirement_exact_match,minimum_requirement_above_minimum,eligibility_pass,candidate_pre_score,target_level_distance,target_level_softness,education_distance,education_softness,skill_level_compatibility,overall_eligibility_softness,compatibility_confidence_band,cf_score,cf_confidence,time_split,label,label_weight,hardness_score
13,3035,0.375,0.375,1.0,3,0,0.0,1.2666666666666666,1,1,6,1,4,1,-3,1,0,0,0,0,0,0,0.5003676470588235,1,0.75,3,0.4,0.5,0.5,stretch_fit,0.6216122943903368,1.0,train,0,1.0,0.5437867647058824
13,2384,0.25,0.25,1.0,2,0,0.6931471805599453,1.2000000000000002,1,1,6,1,3,1,-2,1,0,0,0,0,0,0,0.50226926351054,1,0.75,2,0.6,0.5,0.5,stretch_fit,-0.07528740710153264,1.0,train,0,1.0,0.462726926351054
23,2758,0.3333333333333333,0.3333333333333333,1.0,3,0,1.9459101490553132,2.1333333333333333,1,1,4,2,1,1,1,1,1,0,0,0,1,1,0.6598392418558859,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.8234664373951267,1.0,train,1,0.95,0.0
23,462,0.3333333333333333,0.3333333333333333,1.0,3,0,2.8903717578961645,1.7333333333333334,1,1,3,2,2,1,0,1,1,0,1,0,1,1,0.7589558749766083,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.8822746618362435,1.0,train,0,1.0,0.5425622541643276
23,904,0.3333333333333333,0.3333333333333333,1.0,3,0,1.3862943611198906,1.0,1,1,8,1,4,2,-2,1,0,0,0,0,0,0,0.6219627694453225,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.728547850179937,1.0,train,0,1.0,0.5288629436111989
23,2614,0.3333333333333333,0.3333333333333333,1.0,3,0,1.0986122886681098,1.1333333333333333,1,1,6,1,4,2,-2,1,0,0,0,0,0,0,0.5900695622001444,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.8581527328717086,1.0,train,0,1.0,0.5256736228866811
23,639,0.3333333333333333,0.3333333333333333,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,7,1,3,2,-1,1,0,0,0,0,0,0,0.5495230513893279,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.9103020152469857,1.0,train,0,1.0,0.5216189718055995
23,2728,0.3333333333333333,0.3333333333333333,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,5,1,2,2,0,1,1,0,1,0,1,1,0.5495230513893279,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.7145156220793163,1.0,train,0,1.0,0.5216189718055995
23,258,0.3333333333333333,0.3333333333333333,1.0,3,0,0.6931471805599453,1.4,1,1,7,1,3,2,-1,1,0,0,0,0,0,0,0.5443147180559945,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.6009464212590986,1.0,train,0,1.0,0.5210981384722662
23,409,0.3333333333333333,0.3333333333333333,1.0,3,0,0.0,1.0,1,1,8,1,5,2,-3,1,0,0,0,0,0,0,0.48333333333333334,2,0.5,3,0.4,0.5,0.5,stretch_fit,0.0835199900710675,1.0,train,0,1.0,0.515
23,1253,0.3333333333333333,0.3333333333333333,1.0,3,0,0.0,1.0,1,1,6,1,4,2,-2,1,0,0,0,0,0,0,0.48333333333333334,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.0,1.0,train,0,1.0,0.515
23,3136,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,0,0.0,1.5333333333333334,1,1,8,1,2,2,0,1,1,0,1,0,1,1,0.3894736842105263,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.0,1.0,train,0,1.0,0.4222807017543859
23,3137,0.3333333333333333,0.3333333333333333,0.7777777777777778,3,0,1.0986122886681098,1.8666666666666667,1,1,5,2,3,1,-1,1,0,0,0,0,0,0,0.5225227275748213,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.1538096843754424,1.0,train,0,1.0,0.4633633838685932
23,2907,0.2222222222222222,0.2222222222222222,0.75,2,0,2.1972245773362196,1.8,1,1,3,2,3,1,-1,1,0,0,0,0,0,0,0.5651589656701298,1,0.75,1,0.8,0.5,0.5,stretch_fit,-0.06187307815116455,1.0,train,0,1.0,0.38846034101145743
52,2593,0.42857142857142855,0.42857142857142855,1.0,3,0,1.6094379124341003,1.1333333333333333,1,1,8,1,1,2,0,1,1,0,1,0,1,1,0.6935330769576957,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.9843220789531955,1.0,train,1,0.95,0.0
52,1674,0.42857142857142855,0.42857142857142855,1.0,3,0,1.0986122886681098,1.8666666666666667,1,1,8,2,5,1,-4,1,0,0,0,0,0,0,0.6304592355113292,1,0.75,4,0.19999999999999996,0.5,0.5,stretch_fit,0.14871243787743696,1.0,train,0,1.0,0.5916173521225615
52,2594,0.42857142857142855,0.42857142857142855,1.0,3,0,0.0,1.2666666666666666,1,1,9,1,2,2,-1,1,0,0,0,0,0,0,0.5298319327731092,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.901787392157533,1.0,train,0,1.0,0.5815546218487395
52,1170,0.42857142857142855,0.42857142857142855,0.9166666666666666,3,0,0.0,2.1333333333333333,1,1,5,2,4,1,-3,1,0,0,0,0,0,0,0.4967958459979736,1,0.75,3,0.4,0.5,0.5,stretch_fit,0.3466447686317399,1.0,train,0,1.0,0.5574176798378926
52,480,0.42857142857142855,0.42857142857142855,0.8888888888888888,3,0,0.0,1.2666666666666666,1,1,4,1,4,2,-3,1,0,0,0,0,0,0,0.5020541549953315,2,0.5,3,0.4,0.5,0.5,stretch_fit,0.9766076373955264,1.0,train,0,1.0,0.550999066293184
52,1169,0.42857142857142855,0.42857142857142855,0.8888888888888888,3,0,0.0,1.4,1,1,8,1,2,2,-1,1,0,0,0,0,0,0,0.4996031746031746,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.43312507076029627,1.0,train,0,1.0,0.5507539682539683
52,1790,0.42857142857142855,0.42857142857142855,0.8888888888888888,3,0,0.0,1.4,1,1,5,1,1,2,0,1,1,0,1,0,1,1,0.4996031746031746,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.118812920296814,1.0,train,0,1.0,0.5507539682539683
52,2968,0.2857142857142857,0.2857142857142857,1.0,2,0,0.0,1.2000000000000002,1,1,5,1,3,2,-2,1,0,0,0,0,0,0,0.4525974025974026,2,0.5,2,0.6,0.5,0.5,stretch_fit,-0.10219472527517158,1.0,train,0,1.0,0.480974025974026
52,1445,0.2857142857142857,0.2857142857142857,1.0,2,0,0.0,1.6,1,1,6,1,4,2,-3,1,0,0,0,0,0,0,0.4456043956043956,2,0.5,3,0.4,0.5,0.5,stretch_fit,0.5450770662719909,1.0,train,0,1.0,0.48027472527472526
52,46,0.2857142857142857,0.25,0.6666666666666666,2,1,0.0,1.2666666666666666,1,1,8,1,5,2,-4,1,0,0,0,0,0,0,0.36435574229691875,2,0.5,4,0.19999999999999996,0.5,0.5,stretch_fit,-0.09354043032986245,1.0,train,0,1.0,0.381673669467787
52,2914,0.2857142857142857,0.25,0.6666666666666666,2,1,2.4849066497880004,1.1333333333333333,1,1,7,1,1,2,0,1,1,0,1,0,1,1,0.6156037602168952,2,0.5,0,1.0,0.5,0.5,stretch_fit,-0.05626363372825269,1.0,train,0,1.0,0.4067984712597847
52,1221,0.2857142857142857,0.25,0.6666666666666666,2,1,0.0,1.1333333333333333,1,1,4,1,1,2,0,1,1,0,1,0,1,1,0.3671130952380952,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.15900440209834377,1.0,train,0,1.0,0.3819494047619047
73,711,0.3333333333333333,0.3333333333333333,1.0,2,0,1.0986122886681098,1.2000000000000002,1,1,7,1,2,3,1,1,1,0,0,0,1,1,0.5886491076546898,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.9538962067227412,1.0,train,1,0.95,0.0
73,1896,0.5,0.5,1.0,3,0,1.6094379124341003,1.1333333333333333,1,1,8,1,2,3,1,1,1,0,0,0,1,1,0.7328187912434101,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.8387173079822872,1.0,train,0,1.0,0.648281879124341
73,3187,0.5,0.5,1.0,3,0,1.0986122886681098,1.2666666666666666,1,1,5,1,3,3,0,1,1,0,1,0,1,1,0.6789788759256344,3,0.25,0,1.0,0.5,0.5,stretch_fit,0.7569223630968906,1.0,train,0,1.0,0.6428978875925634
73,1385,0.5,0.5,1.0,3,0,1.0986122886681098,1.7333333333333334,1,1,8,2,4,2,-1,1,0,0,0,0,0,0,0.6714465947204695,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.7932670322766817,1.0,train,0,1.0,0.6421446594720469
73,1880,0.5,0.5,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,5,1,2,3,1,1,1,0,0,0,1,1,0.6411897180559946,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.9187686735115149,1.0,train,0,1.0,0.6391189718055994
73,1382,0.5,0.5,1.0,3,0,0.6931471805599453,1.7333333333333334,1,1,9,2,5,2,-2,1,0,0,0,0,0,0,0.6309000839096531,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.5213994790000861,1.0,train,0,1.0,0.6380900083909653
73,1091,0.5,0.5,1.0,3,0,0.6931471805599453,2.0,1,1,5,2,3,2,0,1,1,0,1,0,1,1,0.6276480513893279,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.15031743113713,1.0,train,0,1.0,0.6377648051389327
73,2752,0.5,0.5,1.0,3,0,0.0,1.0,1,1,10,1,5,3,-2,1,0,0,0,0,0,0,0.5750000000000001,3,0.25,2,0.6,0.5,0.5,stretch_fit,0.33930956448786664,1.0,train,0,1.0,0.6325
73,1881,0.5,0.5,1.0,3,0,0.0,1.1333333333333333,1,1,5,1,4,3,-1,1,0,0,0,0,0,0,0.571875,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.9061137780864694,1.0,train,0,1.0,0.6321874999999999
73,525,0.3333333333333333,0.2857142857142857,0.6666666666666666,2,1,0.0,1.4,1,1,7,1,4,3,-1,1,0,0,0,0,0,0,0.3869047619047619,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.6412447692759563,1.0,train,0,1.0,0.4125
73,368,0.5,0.5,1.0,3,0,0.0,1.2666666666666666,1,1,8,1,4,3,-1,1,0,0,0,0,0,0,0.5691176470588235,3,0.25,1,0.8,0.5,0.5,stretch_fit,0.9217133342854619,1.0,train,0,1.0,0.6319117647058823
73,1316,0.3333333333333333,0.2857142857142857,0.6666666666666666,2,1,2.302585092994046,1.7333333333333334,1,1,6,2,2,2,1,1,1,0,0,0,1,1,0.6120819703911584,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.5451475861829949,1.0,train,0,1.0,0.43501772084863966
90,781,0.5,0.5,1.0,3,0,2.5649493574615367,1.0,1,1,3,1,2,1,2,1,1,0,0,0,1,1,0.8314949357461537,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.5355636669380246,1.0,train,1,0.95,0.0
90,462,0.5,0.5,1.0,3,0,2.8903717578961645,1.7333333333333334,1,1,3,2,2,0,2,1,1,1,0,0,1,1,0.8506225416432751,0,1.0,2,0.6,0.5,0.5,stretch_fit,0.6831342378447491,1.0,train,0,1.0,0.6600622541643275
90,488,0.5,0.5,1.0,3,0,2.4849066497880004,1.7333333333333334,1,1,3,2,1,0,3,1,1,1,0,0,1,1,0.8100760308324586,0,1.0,3,0.4,0.5,0.5,stretch_fit,0.849632754429164,1.0,train,0,1.0,0.6560076030832458
90,2621,0.5,0.5,1.0,3,0,1.791759469228055,1.1333333333333333,1,1,8,1,2,1,2,1,1,0,0,0,1,1,0.7510509469228055,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.9092907491992329,1.0,train,0,1.0,0.6501050946922805
90,58,0.5,0.5,1.0,3,0,1.0986122886681098,1.0,1,1,8,1,3,1,1,1,1,0,0,0,1,1,0.684861228866811,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.8719904358318891,1.0,train,0,1.0,0.6434861228866811
90,1278,0.5,0.5,1.0,3,0,1.0986122886681098,1.1333333333333333,1,1,8,1,4,1,0,1,1,0,1,0,1,1,0.681736228866811,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.11694645464865941,1.0,train,0,1.0,0.643173622886681
90,639,0.5,0.5,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,7,1,3,1,1,1,1,0,0,0,1,1,0.6411897180559946,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.6946885945400978,1.0,train,0,1.0,0.6391189718055994
90,2728,0.5,0.5,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,5,1,2,1,2,1,1,0,0,0,1,1,0.6411897180559946,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.7330710918943046,1.0,train,0,1.0,0.6391189718055994
90,2622,0.5,0.5,1.0,3,0,0.6931471805599453,1.2666666666666666,1,1,3,1,1,1,3,1,1,0,0,0,1,1,0.638432365114818,1,0.75,3,0.4,0.5,0.5,stretch_fit,0.005356167364728492,1.0,train,0,1.0,0.6388432365114818
90,1511,0.5,0.5,0.8888888888888888,3,0,0.0,1.2666666666666666,1,1,7,1,5,1,-1,1,0,0,0,0,0,0,0.5413398692810457,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.753711742137631,1.0,train,0,1.0,0.6013562091503267
90,276,0.5,0.5,1.0,3,0,0.0,1.1333333333333333,1,1,4,1,5,1,-1,1,0,0,0,0,0,0,0.571875,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.5131643148366565,1.0,train,0,1.0,0.6321874999999999
90,1536,0.5,0.5,1.0,3,0,0.0,1.8666666666666667,1,1,6,2,5,0,-1,1,0,1,0,0,0,0,0.5598837209302325,0,1.0,1,0.8,0.5,0.5,stretch_fit,0.5152151312850913,1.0,train,0,1.0,0.6309883720930232
97,1826,0.375,0.375,1.0,3,0,2.0794415416798357,1.0,1,1,8,1,1,1,2,1,1,0,0,0,1,1,0.7141941541679837,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.9835399821959127,1.0,train,1,0.95,0.0
97,3039,0.375,0.375,1.0,3,0,1.9459101490553132,1.8666666666666667,1,1,8,2,3,0,0,1,1,1,1,1,0,1,0.7357247358357639,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.6629181261302818,1.0,train,0,1.0,0.5673224735835765
97,3016,0.375,0.375,1.0,3,0,2.3978952727983707,1.8666666666666667,1,1,6,2,1,0,2,1,1,1,0,0,1,1,0.7309232482100696,0,1.0,2,0.6,0.5,0.5,stretch_fit,0.47728078649306416,1.0,train,0,1.0,0.5668423248210069
97,2936,0.375,0.375,1.0,3,0,2.1972245773362196,1.8666666666666667,1,1,8,2,1,0,2,1,1,1,0,0,1,1,0.7108561786638545,0,1.0,2,0.6,0.5,0.5,stretch_fit,0.7066918636850518,1.0,train,0,1.0,0.5648356178663855
97,1715,0.375,0.375,1.0,3,0,1.6094379124341003,1.1333333333333333,1,1,4,1,1,1,2,1,1,0,0,0,1,1,0.6640687912434101,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.12678847615651614,1.0,train,0,1.0,0.560156879124341
97,732,0.375,0.375,1.0,3,0,1.0986122886681098,2.0,1,1,8,2,3,0,0,1,1,1,1,1,0,1,0.6494445622001445,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.3746402740249736,1.0,train,0,1.0,0.5586944562200145
97,255,0.375,0.375,1.0,3,0,1.3862943611198906,1.2666666666666666,1,1,5,1,1,1,2,1,1,0,0,0,1,1,0.6389970831708126,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.76277186605408,1.0,train,0,1.0,0.5576497083170813
97,376,0.375,0.375,1.0,3,0,1.0986122886681098,1.1333333333333333,1,1,5,1,1,1,2,1,1,0,0,0,1,1,0.6129862288668111,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.39165909813041583,1.0,train,0,1.0,0.5550486228866811
97,2702,0.375,0.375,1.0,3,0,0.6931471805599453,1.8666666666666667,1,1,5,2,3,0,0,1,1,1,1,1,0,1,0.6104484389862271,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.3449414833575509,1.0,train,0,1.0,0.5547948438986228
97,1201,0.25,0.2222222222222222,0.6666666666666666,2,1,2.0794415416798357,1.8666666666666667,1,1,4,2,3,0,0,1,1,1,1,1,0,1,0.594216763987105,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.2735243370154704,1.0,train,0,1.0,0.3830327875098216
97,1485,0.25,0.2222222222222222,0.6666666666666666,2,1,0.0,2.0,1,1,9,2,3,0,0,1,1,1,1,1,0,1,0.3847222222222222,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.36040107324360154,1.0,train,0,1.0,0.36208333333333337
97,2048,0.375,0.375,1.0,3,0,0.0,1.2666666666666666,1,1,4,1,1,1,2,1,1,0,0,0,1,1,0.5003676470588235,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.6890685006468612,1.0,train,0,1.0,0.5437867647058824
132,462,0.5,0.5,1.0,3,0,2.8903717578961645,1.7333333333333334,1,1,3,2,2,0,0,1,1,1,1,1,0,1,0.9006225416432752,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.6589580962470003,1.0,train,1,0.95,0.0
132,2758,0.5,0.5,1.0,3,0,1.9459101490553132,2.1333333333333333,1,1,4,2,1,0,1,1,1,1,0,0,1,1,0.7515059085225526,0,1.0,1,0.8,0.5,0.5,stretch_fit,0.9575367593996283,1.0,train,1,0.95,0.0
132,781,0.5,0.5,1.0,3,0,2.5649493574615367,1.0,1,1,3,1,2,1,0,1,1,0,1,0,1,1,0.8314949357461537,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.4594179168372971,1.0,train,0,1.0,0.6581494935746153
132,488,0.5,0.5,1.0,3,0,2.4849066497880004,1.7333333333333334,1,1,3,2,1,0,1,1,1,1,0,0,1,1,0.8100760308324586,0,1.0,1,0.8,0.5,0.5,stretch_fit,0.7386203855359301,1.0,train,0,1.0,0.6560076030832458
132,2621,0.5,0.5,1.0,3,0,1.791759469228055,1.1333333333333333,1,1,8,1,2,1,0,1,1,0,1,0,1,1,0.7510509469228055,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.8987232118913444,1.0,train,0,1.0,0.6501050946922805
132,58,0.5,0.5,1.0,3,0,1.0986122886681098,1.0,1,1,8,1,3,1,-1,1,0,0,0,0,0,0,0.684861228866811,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.8616952422924453,1.0,train,0,1.0,0.6434861228866811
132,1278,0.5,0.5,1.0,3,0,1.0986122886681098,1.1333333333333333,1,1,8,1,4,1,-2,1,0,0,0,0,0,0,0.681736228866811,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.11225895105279259,1.0,train,0,1.0,0.643173622886681
132,2614,0.5,0.5,1.0,3,0,1.0986122886681098,1.1333333333333333,1,1,6,1,4,1,-2,1,0,0,0,0,0,0,0.681736228866811,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.7212337822653551,1.0,train,0,1.0,0.643173622886681
132,831,0.5,0.5,1.0,3,0,0.6931471805599453,2.0,1,1,5,2,2,0,0,1,1,1,1,1,0,1,0.6776480513893279,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.6827350447499583,1.0,train,0,1.0,0.6427648051389327
132,1536,0.5,0.5,1.0,3,0,0.0,1.8666666666666667,1,1,6,2,5,0,-3,1,0,1,0,0,0,0,0.5598837209302325,0,1.0,3,0.4,0.5,0.5,stretch_fit,0.309606954499246,1.0,train,0,1.0,0.6309883720930232
132,1836,0.5,0.5,1.0,3,0,0.0,1.2666666666666666,1,1,7,1,2,1,0,1,1,0,1,0,1,1,0.5691176470588235,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.5456173955945213,1.0,train,0,1.0,0.6319117647058823
132,2476,0.5,0.5,1.0,3,0,0.0,1.2666666666666666,1,1,7,1,4,1,-2,1,0,0,0,0,0,0,0.5691176470588235,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.5265092110832571,1.0,train,0,1.0,0.6319117647058823
136,2791,0.3,0.3,1.0,3,0,0.6931471805599453,1.2666666666666666,1,1,8,1,2,2,1,1,1,0,0,0,1,1,0.5284323651148181,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.7746831533180811,1.0,train,1,0.95,0.0
136,773,0.3,0.3,1.0,3,0,1.6094379124341003,1.8666666666666667,1,1,5,2,2,1,1,1,1,0,0,0,1,1,0.6108275121736426,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.49410722647730965,1.0,train,0,1.0,0.5060827512173642
136,2131,0.3,0.3,1.0,3,0,1.3862943611198906,1.2666666666666666,1,1,7,1,1,2,2,1,1,0,0,0,1,1,0.5977470831708126,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.30100452735387895,1.0,train,0,1.0,0.5047747083170813
136,1880,0.3,0.3,1.0,3,0,0.6931471805599453,1.1333333333333333,1,1,5,1,2,2,1,1,1,0,0,0,1,1,0.5311897180559946,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.9746107052887671,1.0,train,0,1.0,0.4981189718055995
136,1279,0.3,0.3,1.0,3,0,0.6931471805599453,1.5333333333333334,1,1,5,1,4,2,-1,1,0,0,0,0,0,0,0.5237884022665209,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.8228060889444975,1.0,train,0,1.0,0.49737884022665213
136,1474,0.3,0.3,1.0,3,0,0.6931471805599453,1.8666666666666667,1,1,8,2,3,1,0,1,1,0,1,0,1,1,0.5191984389862271,1,0.75,0,1.0,0.5,0.5,stretch_fit,0.5768147505884441,1.0,train,0,1.0,0.4969198438986227
136,245,0.3,0.3,1.0,3,0,0.0,1.0,1,1,5,1,1,2,2,1,1,0,0,0,1,1,0.465,2,0.5,2,0.6,0.5,0.5,stretch_fit,0.719270644576217,1.0,train,0,1.0,0.4915
136,1883,0.3,0.3,1.0,3,0,0.0,1.0,1,1,5,1,2,2,1,1,1,0,0,0,1,1,0.465,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.16948083166474093,1.0,train,0,1.0,0.4915
136,3051,0.3,0.3,1.0,3,0,0.0,1.0,1,1,7,1,3,2,0,1,1,0,1,0,1,1,0.465,2,0.5,0,1.0,0.5,0.5,stretch_fit,0.9378622111019589,1.0,train,0,1.0,0.4915
136,2666,0.3,0.3,0.9166666666666666,3,0,0.0,2.0,1,1,3,2,5,1,-2,1,0,0,0,0,0,0,0.4275,1,0.75,2,0.6,0.5,0.5,stretch_fit,0.6446574118902075,1.0,train,0,1.0,0.46691666666666665
136,1023,0.2,0.18181818181818182,0.6666666666666666,2,1,0.0,1.1333333333333333,1,1,7,1,4,2,-1,1,0,0,0,0,0,0,0.32172348484848484,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.4453432750822983,1.0,train,0,1.0,0.3252026515151515
136,995,0.2,0.18181818181818182,0.6666666666666666,2,1,0.0,1.1333333333333333,1,1,7,1,4,2,-1,1,0,0,0,0,0,0,0.32172348484848484,2,0.5,1,0.8,0.5,0.5,stretch_fit,0.14556145915045055,1.0,train,0,1.0,0.3252026515151515
141,261,0.5,0.5,1.0,3,0,2.772588722239781,1.7333333333333334,1,1,7,2,1,0,0,1,1,1,1,1,0,1,0.8888442380776367,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.6596421390407643,1.0,train,1,0.95,0.0
141,2671,0.5,0.5,1.0,3,0,3.258096538021482,1.6,1,1,4,2,1,0,0,1,1,1,1,1,0,1,0.9392711922636867,0,1.0,0,1.0,0.5,0.5,stretch_fit,0.56482941455574,1.0,train,0,1.0,0.6689271192263686
141,3008,0.5,0.5,1.0,3,0,2.302585092994046,1.7333333333333334,1,1,4,2,3,0,-2,1,0,1,0,0,0,0,0.7918438751530632,0,1.0,2,0.6,0.5,0.5,stretch_fit,0.9463193791378686,1.0,train,0,1.0,0.6541843875153063
141,832,0.5,0.5,1.0,3,0,1.791759469228055,1.1333333333333333,1,1,6,1,2,1,-1,1,0,0,0,0,0,0,0.7510509469228055,1,0.75,1,0.8,0.5,0.5,stretch_fit,0.9641242730414106,1.0,train,0,1.0,0.6501050946922805
141,2478,0.5,0.5,1.0,3,0,0.0,1.0,1,1,8,1,4,1,-3,1,0,0,0,0,0,0,0.5750000000000001,1,0.75,3,0.4,0.5,0.5,stretch_fit,0.08816485592261555,1.0,train,0,1.0,0.6325
