CancelledId,ApplicationId,ProgramId,MenteeId,CancellationDate,CancellationReason
74,6352,1976,1606,2025-03-10 00:00:00,accepted_other_offer
75,6377,482,2215,2025-10-21 00:00:00,personal_issue
76,6401,1469,2428,2025-06-19 00:00:00,personal_issue
77,6450,2226,2418,2025-08-29 00:00:00,accepted_other_offer
78,6464,1794,3206,2025-06-02 00:00:00,not_ready_yet
79,6477,2086,3761,2025-06-26 00:00:00,schedule_conflict
80,6493,2847,2683,2025-09-30 00:00:00,not_ready_yet
81,6504,720,2684,2025-09-13 00:00:00,accepted_other_offer
82,6531,1189,4858,2025-03-23 00:00:00,availability_changed
83,6628,2344,4526,2024-11-18 00:00:00,schedule_conflict
84,6675,2926,1847,2025-07-04 00:00:00,not_ready_yet
85,6772,2033,2387,2025-10-23 00:00:00,schedule_conflict
86,6781,95,3684,2024-04-20 00:00:00,schedule_conflict
87,6787,162,1570,2025-10-02 00:00:00,personal_issue
88,6848,557,4264,2025-07-29 17:08:12,availability_changed
89,6968,1451,3856,2025-08-31 00:00:00,application_sent_by_mistake
90,6971,322,4537,2025-05-21 09:45:05,lost_interest
91,6995,2768,5476,2025-10-28 00:00:00,not_ready_yet
92,7132,2942,3595,2025-10-17 00:00:00,personal_issue
93,7178,2529,3792,2025-10-19 06:07:50,personal_issue
94,7184,421,4236,2025-10-19 00:00:00,availability_changed
95,7192,617,3282,2025-09-23 00:00:00,accepted_other_offer
96,7230,1089,2103,2024-11-19 00:00:00,lost_interest
97,7261,3199,5245,2025-05-15 00:00:00,availability_changed
98,7377,956,4598,2025-06-14 00:00:00,lost_interest
99,7411,1546,4808,2025-05-24 00:00:00,not_ready_yet
100,7470,446,2779,2024-07-20 00:00:00,not_ready_yet
101,7531,934,2925,2025-09-22 00:00:00,not_ready_yet
102,7547,2886,3977,2025-02-18 00:00:00,availability_changed
103,7589,779,2260,2025-04-09 00:00:00,schedule_conflict
104,7685,2768,2403,2025-10-29 00:00:00,lost_interest
105,7744,2724,4386,2025-05-14 00:00:00,application_sent_by_mistake
106,7793,1089,5174,2024-11-17 00:00:00,time_zone_issue
107,7815,462,1502,2025-07-09 00:00:00,lost_interest
108,7886,2075,2009,2025-10-29 00:00:00,personal_issue
109,7904,2132,3572,2025-10-05 00:00:00,time_zone_issue
110,7918,2621,4761,2025-09-05 00:00:00,not_ready_yet
111,7984,1032,4322,2025-06-23 00:00:00,schedule_conflict
112,8049,2345,4800,2025-02-27 23:48:24,time_zone_issue
113,8084,1480,4888,2025-06-29 20:35:26,application_sent_by_mistake
114,8121,1245,3902,2025-08-15 00:00:00,accepted_other_offer
115,8131,2926,4238,2025-06-25 00:00:00,availability_changed
116,8502,2226,3650,2025-08-23 00:00:00,accepted_other_offer
117,9084,261,4206,2025-07-11 00:00:00,accepted_other_offer
118,9144,1804,5274,2025-10-25 00:00:00,time_zone_issue
119,9400,1735,3080,2024-09-08 00:00:00,application_sent_by_mistake
120,9464,332,2383,2025-05-18 00:00:00,availability_changed
121,9477,965,4000,2024-08-22 00:00:00,accepted_other_offer
122,9486,1192,3729,2024-06-23 00:00:00,application_sent_by_mistake
123,9505,2868,4478,2024-11-27 00:00:00,schedule_conflict
124,9513,526,2969,2025-06-18 00:00:00,not_ready_yet
125,9515,43,2999,2025-11-30 00:00:00,time_zone_issue
126,9522,3104,3066,2025-10-27 00:00:00,lost_interest
127,9524,1513,3044,2024-06-15 00:00:00,accepted_other_offer
128,9530,2344,1857,2025-01-08 00:00:00,accepted_other_offer
129,9538,140,2860,2024-04-20 00:00:00,not_ready_yet
130,9551,2868,2876,2025-02-17 00:00:00,lost_interest
131,9556,462,4552,2025-08-08 00:00:00,lost_interest
132,9557,775,4552,2024-08-12 00:00:00,time_zone_issue
133,9561,2914,2548,2025-08-26 00:00:00,not_ready_yet
134,9562,2147,2548,2024-10-02 00:00:00,schedule_conflict
135,9563,1662,2548,2024-05-15 00:00:00,application_sent_by_mistake
136,9609,3061,4356,2025-08-27 00:00:00,schedule_conflict
137,9633,2671,2697,2025-09-30 00:00:00,lost_interest
138,9638,2563,1725,2025-11-01 00:00:00,personal_issue
139,9657,1794,4582,2025-07-31 00:00:00,schedule_conflict
140,9675,3054,3910,2024-06-11 00:00:00,application_sent_by_mistake
141,9677,1042,2443,2025-10-22 00:00:00,application_sent_by_mistake
142,9698,2722,4621,2025-03-09 00:00:00,time_zone_issue
143,9736,486,3402,2025-10-21 00:00:00,lost_interest
144,9773,2955,2305,2025-02-27 00:00:00,schedule_conflict
145,9787,308,3437,2026-01-17 00:00:00,schedule_conflict
146,9797,197,3376,2025-07-28 00:00:00,not_ready_yet
147,9826,1673,3756,2025-10-02 00:00:00,availability_changed
148,9835,1444,4823,2025-10-30 00:00:00,lost_interest
149,9836,887,4823,2025-10-19 00:00:00,not_ready_yet
150,9846,1379,2563,2024-10-02 00:00:00,schedule_conflict
151,9865,611,4168,2025-09-30 00:00:00,application_sent_by_mistake
152,9867,1290,5338,2024-10-10 00:00:00,time_zone_issue
153,9871,1414,2536,2025-12-24 00:00:00,time_zone_issue
154,9898,2868,3735,2025-01-15 00:00:00,lost_interest
155,9902,234,4527,2024-05-03 00:00:00,application_sent_by_mistake
156,9904,2856,4463,2024-10-27 00:00:00,time_zone_issue
157,9922,2058,4756,2025-10-17 00:00:00,personal_issue
158,9923,2702,2583,2025-11-18 00:00:00,personal_issue
159,9949,1469,5422,2025-09-05 00:00:00,time_zone_issue
160,9950,1750,5006,2026-01-02 00:00:00,personal_issue
161,9956,2258,2400,2025-06-28 00:00:00,schedule_conflict
162,9957,2989,2400,2025-01-27 00:00:00,availability_changed
163,9973,1314,1897,2025-01-29 00:00:00,availability_changed
164,9974,168,1897,2024-04-16 00:00:00,availability_changed
165,9978,3173,3083,2025-09-06 00:00:00,not_ready_yet
166,9986,834,4752,2025-10-04 00:00:00,accepted_other_offer
167,9996,1296,4346,2025-09-14 00:00:00,schedule_conflict
168,10002,977,5100,2025-10-26 00:00:00,time_zone_issue
169,10007,2926,4755,2025-09-26 00:00:00,not_ready_yet
170,10032,2868,5414,2025-02-05 00:00:00,availability_changed
171,10041,1696,3270,2025-09-09 00:00:00,personal_issue
172,10062,719,4863,2025-09-04 00:00:00,not_ready_yet
173,10063,1923,4863,2025-06-21 00:00:00,lost_interest
174,10076,2580,5246,2025-06-11 00:00:00,time_zone_issue
175,10080,2535,4549,2025-02-13 00:00:00,availability_changed
176,10093,405,4402,2025-08-18 00:00:00,time_zone_issue
177,10105,823,3179,2025-11-15 00:00:00,personal_issue
178,10106,1446,3179,2025-11-25 00:00:00,schedule_conflict
179,10135,1370,2702,2024-06-24 00:00:00,application_sent_by_mistake
180,10160,43,4623,2025-10-06 00:00:00,time_zone_issue
181,10168,1172,2210,2024-12-27 00:00:00,schedule_conflict
182,10170,2425,5102,2025-11-07 00:00:00,not_ready_yet
183,10184,1750,3369,2025-12-21 00:00:00,application_sent_by_mistake
184,10194,322,3681,2024-09-06 00:00:00,accepted_other_offer
185,10207,853,3030,2025-09-05 00:00:00,time_zone_issue
186,10211,896,5428,2025-10-30 00:00:00,personal_issue
187,10213,1597,5323,2024-12-19 00:00:00,accepted_other_offer
188,10238,2575,2428,2025-10-02 00:00:00,availability_changed
189,10243,2679,3676,2025-09-18 00:00:00,availability_changed
190,10251,1192,1807,2024-08-15 00:00:00,time_zone_issue
191,10271,319,3657,2025-11-11 00:00:00,not_ready_yet
192,10274,1603,4641,2025-12-11 00:00:00,application_sent_by_mistake
193,10277,1968,2009,2025-10-04 00:00:00,application_sent_by_mistake
194,10279,2523,1882,2025-09-21 00:00:00,availability_changed
195,10280,405,1882,2025-06-18 00:00:00,schedule_conflict
196,10286,2715,2161,2025-11-20 00:00:00,schedule_conflict
197,10306,2907,4182,2025-09-05 00:00:00,personal_issue
198,10307,989,3966,2025-09-05 00:00:00,application_sent_by_mistake
199,10313,3021,1748,2025-07-22 00:00:00,application_sent_by_mistake
200,10323,2013,3927,2025-08-26 00:00:00,accepted_other_offer
201,10351,779,1972,2025-04-04 00:00:00,availability_changed
202,10355,1563,1774,2025-08-07 00:00:00,not_ready_yet
203,10359,1392,1538,2025-05-19 00:00:00,time_zone_issue
204,10370,3109,2253,2024-11-10 00:00:00,application_sent_by_mistake
205,10385,1446,2365,2025-10-22 00:00:00,availability_changed
206,10405,317,4144,2025-12-18 00:00:00,not_ready_yet
207,10408,1316,2712,2025-09-29 00:00:00,not_ready_yet
208,10411,719,1913,2025-08-25 00:00:00,personal_issue
209,10452,1811,5021,2025-01-22 00:00:00,not_ready_yet
210,10514,2926,3811,2025-07-25 00:00:00,time_zone_issue
211,10520,2148,3836,2024-11-17 00:00:00,availability_changed
212,10538,1774,4060,2025-10-12 00:00:00,personal_issue
213,10542,1251,1550,2024-11-11 00:00:00,personal_issue
214,10550,1393,2109,2025-09-30 00:00:00,time_zone_issue
215,10568,1185,4575,2024-10-16 00:00:00,personal_issue
216,10578,2209,3146,2024-12-07 00:00:00,time_zone_issue
217,10594,1924,4131,2025-11-16 00:00:00,schedule_conflict
218,10601,626,4631,2025-07-27 00:00:00,personal_issue
219,10606,2026,4737,2024-09-09 00:00:00,personal_issue
220,10615,1894,4036,2025-05-16 00:00:00,accepted_other_offer
221,10632,732,1676,2025-10-15 00:00:00,personal_issue
222,10652,1393,1911,2025-08-26 00:00:00,availability_changed
223,10654,1039,2715,2025-11-05 00:00:00,not_ready_yet
224,10667,1546,1881,2025-07-14 00:00:00,schedule_conflict
225,10682,167,2554,2025-08-25 00:00:00,time_zone_issue
226,10686,747,1570,2025-06-17 00:00:00,time_zone_issue
227,10698,1250,3994,2024-03-19 00:00:00,application_sent_by_mistake
228,10705,1460,3789,2025-02-13 00:00:00,schedule_conflict
229,10706,3039,3789,2025-07-19 00:00:00,application_sent_by_mistake
230,10708,588,3653,2025-10-01 00:00:00,availability_changed
231,10712,1059,3255,2024-12-02 00:00:00,accepted_other_offer
232,10731,1638,3889,2025-07-23 00:00:00,lost_interest
233,10753,1890,1707,2025-12-04 00:00:00,availability_changed
234,10761,993,2857,2025-12-04 00:00:00,lost_interest
235,10765,2020,4108,2025-05-18 00:00:00,time_zone_issue
236,10768,2868,2812,2025-01-08 00:00:00,personal_issue
237,10782,2523,4779,2025-09-25 00:00:00,schedule_conflict
238,10819,1340,3354,2025-02-13 00:00:00,not_ready_yet
239,10843,1893,3574,2025-11-08 00:00:00,availability_changed
240,10845,1480,3574,2025-05-11 00:00:00,time_zone_issue
241,10847,2125,4218,2024-11-29 00:00:00,application_sent_by_mistake
242,10850,1316,1790,2025-09-30 00:00:00,application_sent_by_mistake
243,10865,817,4172,2025-03-05 00:00:00,application_sent_by_mistake
244,10900,986,2588,2025-10-15 00:00:00,schedule_conflict
245,10911,2833,4614,2025-05-30 00:00:00,not_ready_yet
246,10916,2535,4351,2025-03-25 00:00:00,application_sent_by_mistake
247,10917,1100,3023,2025-12-24 00:00:00,lost_interest
248,10943,101,2157,2025-09-16 00:00:00,application_sent_by_mistake
249,10946,2235,5273,2025-12-07 00:00:00,application_sent_by_mistake
250,10983,476,5152,2025-06-14 00:00:00,accepted_other_offer
251,10985,1378,3615,2024-10-06 00:00:00,schedule_conflict
252,10998,2387,2064,2025-10-21 00:00:00,schedule_conflict
253,11001,2771,3512,2025-06-24 00:00:00,accepted_other_offer
254,11007,678,2083,2025-12-13 00:00:00,schedule_conflict
255,11046,2909,4821,2024-07-12 00:00:00,time_zone_issue
256,11053,2853,4787,2025-12-18 00:00:00,availability_changed
257,11057,2671,2927,2025-09-18 00:00:00,application_sent_by_mistake
258,11067,698,4198,2025-05-16 00:00:00,personal_issue
259,11078,3132,4534,2024-06-26 00:00:00,availability_changed
260,11092,1459,4410,2024-10-16 00:00:00,not_ready_yet
261,11093,2616,2972,2025-10-16 00:00:00,availability_changed
262,11103,322,3607,2024-08-29 00:00:00,application_sent_by_mistake
263,11107,1415,1930,2025-10-30 00:00:00,time_zone_issue
264,11114,3173,4907,2025-10-20 00:00:00,lost_interest
265,11133,192,1504,2025-12-11 00:00:00,accepted_other_offer
266,11149,1563,5481,2025-06-09 00:00:00,personal_issue
267,11150,10,4864,2025-01-19 00:00:00,personal_issue
268,11154,2671,4362,2025-11-29 00:00:00,personal_issue
269,11168,2264,5140,2025-10-27 00:00:00,schedule_conflict
270,11184,810,3572,2025-08-07 00:00:00,schedule_conflict
271,11203,569,1738,2025-11-19 00:00:00,accepted_other_offer
272,11215,732,2931,2025-10-09 00:00:00,accepted_other_offer
273,11262,136,5203,2025-07-06 00:00:00,accepted_other_offer
274,11289,2457,2840,2025-04-05 00:00:00,application_sent_by_mistake
275,11292,816,3082,2025-05-02 00:00:00,lost_interest
276,11306,2139,2211,2024-07-18 00:00:00,lost_interest
277,11307,213,2211,2025-10-03 00:00:00,accepted_other_offer
278,11308,2993,4601,2024-04-02 00:00:00,personal_issue
279,11338,2037,4587,2025-10-20 00:00:00,personal_issue
280,11349,2392,4089,2025-07-25 00:00:00,accepted_other_offer
281,11355,3070,3614,2025-11-04 00:00:00,application_sent_by_mistake
282,11362,2074,3081,2026-01-02 00:00:00,schedule_conflict
283,11371,2125,3117,2024-12-23 00:00:00,schedule_conflict
284,11385,2171,2020,2025-04-23 00:00:00,not_ready_yet
285,11396,1749,2849,2025-10-24 00:00:00,availability_changed
286,11407,2972,4490,2025-09-26 00:00:00,not_ready_yet
287,11431,1128,4676,2025-10-27 00:00:00,lost_interest
288,11445,1469,5059,2025-07-30 00:00:00,availability_changed
289,11470,599,2594,2025-06-03 00:00:00,schedule_conflict
290,11515,3088,4014,2025-06-28 00:00:00,availability_changed
291,11522,2077,3091,2025-11-22 00:00:00,not_ready_yet
292,11523,327,3143,2025-10-08 00:00:00,not_ready_yet
293,11545,3015,2129,2025-07-17 00:00:00,accepted_other_offer
294,11549,247,1949,2024-12-25 00:00:00,schedule_conflict
295,11562,10,4837,2025-01-12 00:00:00,not_ready_yet
296,11563,1627,2880,2025-09-12 00:00:00,availability_changed
297,11564,309,2880,2025-12-14 00:00:00,accepted_other_offer
298,11566,2285,1969,2025-08-06 00:00:00,time_zone_issue
299,11567,719,1969,2025-08-14 00:00:00,availability_changed
300,11586,639,3507,2025-07-14 00:00:00,not_ready_yet
301,11590,1058,3774,2024-09-25 00:00:00,not_ready_yet
302,11592,2768,4438,2025-12-06 00:00:00,availability_changed
303,11598,2344,4895,2024-12-26 00:00:00,availability_changed
304,11603,853,4207,2025-11-09 00:00:00,availability_changed
305,11604,1197,4768,2025-07-22 00:00:00,personal_issue
306,11624,1876,2980,2024-10-06 00:00:00,application_sent_by_mistake
307,11632,2766,4541,2025-09-05 00:00:00,lost_interest
308,11635,20,2982,2025-04-10 00:00:00,schedule_conflict
309,11639,2344,2671,2024-12-06 00:00:00,accepted_other_offer
310,11653,710,5396,2025-08-27 00:00:00,schedule_conflict
311,11667,2311,3118,2025-08-26 00:00:00,lost_interest
312,11700,2155,2329,2025-03-07 00:00:00,not_ready_yet
313,11701,624,2329,2025-05-25 00:00:00,not_ready_yet
314,11755,3008,5156,2025-09-15 00:00:00,application_sent_by_mistake
315,11769,1517,1878,2025-02-14 00:00:00,accepted_other_offer
316,11775,426,5361,2025-08-09 00:00:00,personal_issue
317,11776,277,5361,2025-06-22 00:00:00,lost_interest
318,11783,2887,4419,2025-04-16 00:00:00,time_zone_issue
319,11786,1774,4778,2025-09-26 00:00:00,time_zone_issue
320,11796,462,1899,2025-07-18 00:00:00,time_zone_issue
321,11802,749,3683,2025-09-12 00:00:00,availability_changed
322,11814,140,4831,2024-05-04 00:00:00,personal_issue
323,11821,569,4065,2025-12-29 00:00:00,personal_issue
324,11830,956,3374,2025-08-12 00:00:00,schedule_conflict
325,11851,2833,4632,2025-05-14 00:00:00,application_sent_by_mistake
326,11856,3101,3303,2025-06-27 00:00:00,personal_issue
327,11863,2208,2951,2025-10-17 00:00:00,availability_changed
328,11867,1923,5288,2025-08-28 00:00:00,availability_changed
329,11870,2168,4211,2025-09-13 00:00:00,lost_interest
330,11878,2671,2690,2025-10-02 00:00:00,time_zone_issue
331,11897,1794,4725,2025-08-15 00:00:00,schedule_conflict
332,11904,3084,3982,2025-04-20 00:00:00,personal_issue
333,11907,2996,3330,2025-05-02 00:00:00,not_ready_yet
334,11908,2798,1675,2024-11-14 00:00:00,not_ready_yet
335,11918,1750,1648,2025-11-07 00:00:00,not_ready_yet
336,11940,3002,4074,2026-01-10 00:00:00,not_ready_yet
337,11941,1720,4074,2025-08-01 00:00:00,accepted_other_offer
338,11947,1415,3616,2025-10-06 00:00:00,personal_issue
339,11960,3120,4122,2025-08-14 00:00:00,lost_interest
340,11966,197,4309,2025-07-22 00:00:00,not_ready_yet
341,11991,2868,3635,2024-12-19 00:00:00,lost_interest
342,11994,1456,2841,2025-06-28 00:00:00,lost_interest
343,11997,2084,2363,2025-12-28 00:00:00,time_zone_issue
344,11999,3037,2363,2025-08-30 00:00:00,lost_interest
345,12010,1047,4945,2024-12-06 00:00:00,lost_interest
346,12012,115,4064,2024-07-08 00:00:00,availability_changed
347,12014,1233,4064,2025-04-13 00:00:00,availability_changed
348,12025,2257,3049,2025-01-21 00:00:00,not_ready_yet
349,12034,2056,2718,2025-07-10 00:00:00,schedule_conflict
350,12039,2291,3882,2025-06-13 00:00:00,availability_changed
351,12049,2671,4591,2025-09-10 00:00:00,lost_interest
352,12055,974,3575,2025-04-05 00:00:00,accepted_other_offer
353,12068,1414,2126,2025-10-21 00:00:00,personal_issue
354,12084,2057,1581,2025-10-25 00:00:00,time_zone_issue
355,12092,1985,3769,2025-12-09 00:00:00,not_ready_yet
356,12096,1981,3904,2025-09-19 00:00:00,availability_changed
357,12183,820,3395,2024-12-26 00:00:00,not_ready_yet
358,12196,2833,2198,2025-06-13 00:00:00,availability_changed
359,12204,2766,4158,2025-08-29 00:00:00,application_sent_by_mistake
360,12207,717,4158,2025-10-05 00:00:00,availability_changed
361,12212,76,4688,2024-04-13 00:00:00,schedule_conflict
362,12217,3061,1815,2025-09-19 00:00:00,availability_changed
363,12218,687,1520,2025-11-05 00:00:00,lost_interest
364,12245,687,1855,2025-12-20 00:00:00,availability_changed
365,12253,891,3548,2025-08-31 00:00:00,application_sent_by_mistake
366,12257,3088,4746,2025-09-09 00:00:00,schedule_conflict
367,12263,2625,2309,2025-11-19 00:00:00,application_sent_by_mistake
368,12267,1469,1989,2025-07-31 00:00:00,application_sent_by_mistake
369,12276,2551,4576,2025-09-06 00:00:00,time_zone_issue
370,12300,2058,2586,2025-11-21 00:00:00,not_ready_yet
371,12304,2241,4088,2025-07-27 00:00:00,not_ready_yet
372,12308,1375,5014,2025-05-26 00:00:00,not_ready_yet
373,12315,2828,4288,2026-01-07 00:00:00,not_ready_yet
374,12319,1185,5196,2024-09-22 00:00:00,personal_issue
375,12327,1864,5159,2025-12-22 00:00:00,not_ready_yet
376,12328,2886,5159,2025-03-06 00:00:00,schedule_conflict
377,12358,761,3847,2026-01-02 00:00:00,accepted_other_offer
378,12395,1991,2224,2024-08-12 00:00:00,not_ready_yet
379,12420,2511,1540,2025-12-06 00:00:00,accepted_other_offer
380,12430,2535,3714,2025-01-15 00:00:00,schedule_conflict
381,12432,98,4044,2025-10-05 00:00:00,not_ready_yet
382,12478,599,2837,2025-07-16 00:00:00,personal_issue
383,12486,1473,3661,2025-06-11 00:00:00,availability_changed
384,12488,3039,3661,2025-07-18 00:00:00,accepted_other_offer
385,12546,240,4916,2025-06-29 00:00:00,personal_issue
386,12569,1117,4140,2025-04-22 00:00:00,accepted_other_offer
387,12578,2171,1900,2025-02-16 00:00:00,schedule_conflict
388,12581,2387,2094,2025-09-02 00:00:00,time_zone_issue
389,12597,1307,5375,2025-11-18 00:00:00,personal_issue
390,12599,1,5375,2025-12-05 00:00:00,accepted_other_offer
391,12614,1525,5154,2025-10-26 00:00:00,application_sent_by_mistake
392,12639,2171,5016,2025-03-22 00:00:00,lost_interest
393,12669,2758,5240,2025-09-26 00:00:00,schedule_conflict
394,12678,2251,3542,2025-04-30 00:00:00,accepted_other_offer
395,12694,2344,1956,2025-02-15 00:00:00,schedule_conflict
396,12695,304,1956,2025-09-04 00:00:00,application_sent_by_mistake
397,12703,3083,2444,2025-02-06 00:00:00,accepted_other_offer
398,12713,2385,5148,2025-03-04 00:00:00,lost_interest
399,12757,816,2775,2025-05-09 00:00:00,personal_issue
400,12758,2872,2775,2025-08-27 00:00:00,personal_issue
401,12773,1602,2923,2025-10-15 00:00:00,not_ready_yet
402,12776,1834,1655,2025-10-20 00:00:00,application_sent_by_mistake
403,12778,364,1655,2025-10-09 00:00:00,lost_interest
404,12779,396,1655,2025-06-14 00:00:00,accepted_other_offer
405,12781,2425,2286,2025-10-13 00:00:00,schedule_conflict
406,12785,2556,2809,2025-06-30 00:00:00,application_sent_by_mistake
407,12806,720,3596,2025-10-03 00:00:00,schedule_conflict
408,12813,43,4708,2025-11-16 00:00:00,not_ready_yet
409,12819,2385,1589,2025-05-01 00:00:00,application_sent_by_mistake
410,12820,623,1589,2025-04-23 00:00:00,not_ready_yet
411,12821,250,3685,2025-07-16 00:00:00,schedule_conflict
412,12843,2607,3435,2025-06-28 00:00:00,application_sent_by_mistake
413,12853,1152,3544,2025-08-29 00:00:00,application_sent_by_mistake
414,12876,1056,3320,2025-10-31 00:00:00,availability_changed
415,12880,3182,3025,2025-05-05 00:00:00,availability_changed
416,12884,784,2052,2024-11-28 00:00:00,lost_interest
417,12887,3060,2027,2025-10-23 00:00:00,schedule_conflict
418,12892,281,3564,2025-09-18 00:00:00,schedule_conflict
419,12905,1433,4040,2025-09-23 00:00:00,personal_issue
420,12946,2914,2943,2025-10-01 00:00:00,personal_issue
421,12951,95,2892,2024-05-29 00:00:00,accepted_other_offer
422,12952,768,3343,2025-12-10 00:00:00,accepted_other_offer
423,12969,3061,4239,2025-07-24 00:00:00,not_ready_yet
424,12973,749,4670,2025-07-25 00:00:00,lost_interest
425,12977,773,5068,2025-10-19 00:00:00,not_ready_yet
426,13007,1301,1608,2025-11-02 00:00:00,availability_changed
427,13012,548,5043,2025-06-23 00:00:00,lost_interest
428,13039,486,5397,2025-11-28 00:00:00,application_sent_by_mistake
429,13051,317,3932,2025-11-18 00:00:00,schedule_conflict
430,13057,710,4444,2025-08-26 00:00:00,not_ready_yet
431,13071,965,3824,2024-08-10 00:00:00,time_zone_issue
432,13080,1517,3191,2025-03-17 00:00:00,personal_issue
433,13093,396,5144,2025-07-11 00:00:00,availability_changed
434,13094,1080,5144,2025-04-06 00:00:00,not_ready_yet
435,13095,2914,4247,2025-10-08 00:00:00,not_ready_yet
436,13096,1103,4247,2025-10-16 00:00:00,personal_issue
437,13105,2926,5012,2025-09-22 00:00:00,not_ready_yet
438,13106,3039,5012,2025-09-23 00:00:00,accepted_other_offer
439,13107,2580,3492,2025-03-30 00:00:00,personal_issue
440,13109,1766,3492,2025-09-26 00:00:00,not_ready_yet
441,13140,2856,1921,2024-10-20 00:00:00,not_ready_yet
442,13143,1250,1827,2024-02-21 00:00:00,application_sent_by_mistake
443,13163,2828,2257,2025-11-18 00:00:00,schedule_conflict
