ApplicationId,ProgramId,MenteeProfileId,AppliedAt,DecisionAt,Status,MeetRequirements
957,2862,4860,2025-10-02 00:00:00,2025-10-10 00:00:00,rejected,1
994,2392,2535,2025-08-23 08:52:00,2025-09-03 08:52:00,accepted,1
1027,832,3107,2025-09-04 00:00:00,2025-09-17 00:00:00,accepted,1
1028,1316,5037,2025-09-16 00:00:00,2025-09-28 00:00:00,accepted,1
1029,1690,5013,2025-10-12 00:00:00,2025-10-24 00:00:00,rejected,1
1033,2847,1682,2025-09-23 00:00:00,2025-09-26 00:00:00,rejected,1
1050,1455,2758,2025-02-24 00:00:00,2025-03-05 00:00:00,accepted,1
1052,2724,4308,2025-05-10 00:00:00,2025-05-21 00:00:00,rejected,1
1058,2671,3926,2025-08-27 00:00:00,2025-08-29 00:00:00,accepted,1
1066,1102,5347,2025-09-21 00:00:00,2025-09-23 00:00:00,rejected,1
1103,2907,2619,2025-07-22 00:00:00,2025-07-27 00:00:00,rejected,1
1132,3104,4264,2025-08-15 00:00:00,2025-08-24 00:00:00,accepted,1
1149,1197,2578,2025-06-14 00:00:00,2025-06-24 00:00:00,accepted,1
1151,2425,2633,2025-09-17 00:00:00,2025-09-24 00:00:00,accepted,1
1153,2809,1605,2025-06-02 00:00:00,2025-06-13 00:00:00,accepted,1
1169,1459,2791,2024-09-30 00:00:00,2024-10-11 00:00:00,accepted,1
1170,2536,4303,2025-09-26 16:39:00,2025-10-21 16:39:00,accepted,1
1173,2026,4452,2024-08-23 00:00:00,2024-09-02 00:00:00,accepted,1
1179,645,1632,2025-03-19 00:00:00,,alerted,0
1187,1451,4238,2025-10-01 01:42:00,2025-10-05 01:42:00,accepted,1
1194,617,1538,2025-09-20 00:00:00,,alerted,0
1239,989,2591,2025-08-01 00:00:00,2025-08-03 00:00:00,accepted,1
1245,645,3039,2025-09-16 08:51:00,,alerted,0
1274,2256,1693,2025-08-31 00:00:00,2025-09-04 00:00:00,accepted,1
1277,1316,3392,2025-09-14 00:00:00,2025-09-27 00:00:00,canceled,1
1288,1480,1927,2025-04-18 00:00:00,2025-04-22 00:00:00,accepted,1
1289,2809,2664,2025-05-28 00:00:00,2025-06-08 00:00:00,accepted,1
1299,421,2699,2025-10-08 00:00:00,2025-10-13 00:00:00,rejected,1
1321,2291,3158,2025-05-18 00:00:00,2025-05-22 00:00:00,canceled,1
1336,2420,5324,2024-11-11 10:43:00,2024-11-20 10:43:00,accepted,1
1340,2868,2320,2025-06-28 05:33:00,2025-07-05 05:33:00,accepted,1
1363,197,2159,2025-06-29 00:00:00,2025-07-12 00:00:00,accepted,1
1380,717,3453,2025-08-30 00:00:00,2025-09-09 00:00:00,accepted,1
1388,1318,2762,2025-09-18 00:00:00,2025-09-22 00:00:00,accepted,1
1422,1197,2830,2025-10-06 04:46:00,2025-10-31 04:46:00,accepted,1
1449,2251,5177,2025-02-24 00:00:00,2025-02-25 00:00:00,accepted,1
1463,2688,4238,2024-11-16 10:26:00,2024-12-14 10:26:00,accepted,1
1528,1461,4019,2025-07-30 00:00:00,2025-08-02 00:00:00,rejected,1
1546,1116,2381,2025-09-19 00:00:00,2025-09-20 00:00:00,rejected,1
1558,1580,3264,2025-03-22 00:00:00,2025-03-23 00:00:00,accepted,1
1570,1735,2849,2024-09-20 20:06:00,2024-10-03 20:06:00,accepted,1
1575,1459,3976,2025-03-22 12:01:00,2025-03-28 12:01:00,canceled,1
1578,1563,4195,2025-05-21 00:00:00,2025-05-25 00:00:00,rejected,1
1591,1826,1565,2025-08-30 00:00:00,2025-09-07 00:00:00,rejected,1
1604,1359,2248,2025-05-22 00:00:00,2025-06-05 00:00:00,accepted,1
1611,3088,1902,2025-06-09 00:00:00,2025-06-22 00:00:00,accepted,1
1645,699,1948,2025-05-07 00:00:00,2025-05-09 00:00:00,rejected,1
1662,97,2340,2025-05-02 00:00:00,2025-05-10 00:00:00,rejected,1
1677,2955,2903,2025-01-23 00:00:00,2025-01-30 00:00:00,accepted,1
1693,2636,2508,2024-11-15 00:00:00,2024-11-26 00:00:00,rejected,1
1731,1879,3415,2024-09-09 00:00:00,2024-09-19 00:00:00,accepted,1
1747,2213,1778,2025-10-09 00:00:00,2025-10-13 00:00:00,accepted,1
1748,1896,5324,2025-08-26 00:00:00,2025-09-04 00:00:00,accepted,1
1751,2309,2662,2025-04-14 04:05:00,2025-05-10 04:05:00,accepted,1
1760,2749,5340,2025-02-08 17:30:00,2025-02-13 17:30:00,accepted,1
1782,2907,4987,2025-07-21 00:00:00,2025-07-25 00:00:00,accepted,1
1800,2529,5375,2025-09-17 00:00:00,2025-09-29 00:00:00,accepted,1
1822,1245,2787,2025-08-05 00:00:00,2025-08-12 00:00:00,accepted,1
1834,697,1812,2025-03-15 00:00:00,2025-03-23 00:00:00,accepted,1
1839,2562,2803,2025-09-22 00:00:00,2025-09-29 00:00:00,rejected,1
1841,924,3825,2025-08-17 00:00:00,2025-08-21 00:00:00,accepted,1
1844,2227,1713,2024-07-13 00:00:00,2024-07-16 00:00:00,accepted,1
1846,3140,1719,2025-09-27 00:00:00,2025-10-08 00:00:00,accepted,1
1848,2768,1569,2025-10-16 00:00:00,2025-10-28 00:00:00,accepted,1
1899,4,1719,2025-02-25 00:00:00,,alerted,0
1934,488,1966,2025-10-10 06:01:00,2025-10-30 06:01:00,accepted,1
1936,248,4963,2025-05-28 00:00:00,,alerted,0
1954,2768,1699,2025-10-16 00:00:00,2025-10-30 00:00:00,accepted,1
1966,3077,4673,2025-02-05 00:00:00,2025-02-07 00:00:00,accepted,1
1967,2177,5052,2025-07-11 00:00:00,2025-07-24 00:00:00,rejected,1
1974,3147,1929,2024-07-29 00:00:00,2024-08-10 00:00:00,accepted,1
2004,1,4855,2025-09-26 00:00:00,2025-10-03 00:00:00,accepted,1
2025,476,1825,2025-08-16 04:31:00,2025-08-17 04:31:00,accepted,1
2031,2627,4973,2025-08-21 00:00:00,2025-08-30 00:00:00,accepted,1
2044,58,4581,2025-09-01 00:00:00,2025-09-05 00:00:00,accepted,1
2068,2046,5214,2025-02-25 00:00:00,2025-02-28 00:00:00,rejected,1
2103,2847,4248,2025-09-20 00:00:00,2025-10-03 00:00:00,accepted,1
2106,1460,2727,2024-11-15 00:00:00,2024-11-22 00:00:00,accepted,1
2110,342,3781,2024-12-09 00:00:00,2024-12-13 00:00:00,accepted,1
2116,1934,2106,2025-09-02 04:10:00,2025-09-10 04:10:00,accepted,1
2117,401,4183,2025-10-18 00:00:00,2025-10-30 00:00:00,accepted,1
2145,58,1717,2025-08-30 00:00:00,2025-09-08 00:00:00,accepted,1
2153,1434,2767,2025-09-26 00:00:00,2025-10-04 00:00:00,accepted,1
2162,1267,1768,2024-12-01 00:00:00,2024-12-02 00:00:00,accepted,1
2190,2895,1540,2025-09-22 13:23:00,2025-10-15 13:23:00,accepted,1
2212,1802,1954,2025-08-15 00:00:00,2025-08-24 00:00:00,accepted,1
2213,2886,2013,2025-02-09 00:00:00,2025-02-13 00:00:00,accepted,1
2228,77,2429,2025-01-14 00:00:00,2025-01-28 00:00:00,accepted,1
2230,749,5299,2025-06-11 00:00:00,2025-06-13 00:00:00,accepted,1
2232,1469,3471,2025-06-04 00:00:00,2025-06-14 00:00:00,accepted,1
2242,1359,4234,2025-05-22 00:00:00,2025-05-30 00:00:00,accepted,1
2247,2813,3009,2024-07-26 00:00:00,2024-07-29 00:00:00,accepted,1
2256,79,4294,2025-06-20 00:00:00,2025-07-03 00:00:00,canceled,1
2263,2809,3445,2025-06-01 00:00:00,2025-06-09 00:00:00,accepted,1
2294,2309,2197,2025-01-24 02:05:00,2025-01-29 02:05:00,accepted,1
2302,3053,1786,2025-10-05 00:00:00,2025-10-16 00:00:00,accepted,1
2336,2226,2330,2025-08-25 00:00:00,2025-09-03 00:00:00,accepted,1
2352,1249,4031,2025-08-03 00:00:00,2025-08-13 00:00:00,rejected,1
2356,1197,4403,2025-09-19 03:16:00,2025-09-20 03:16:00,accepted,1
2377,268,3190,2025-01-23 00:00:00,2025-01-29 00:00:00,rejected,1
2380,1644,1959,2024-11-08 14:00:00,2024-11-17 14:00:00,accepted,1
2387,3061,2234,2025-06-20 00:00:00,2025-07-03 00:00:00,accepted,1
2399,2774,3744,2025-10-14 00:00:00,2025-10-22 00:00:00,accepted,1
2407,2386,4527,2025-06-28 00:00:00,2025-07-12 00:00:00,accepted,1
2462,2838,2271,2024-09-21 00:00:00,2024-09-30 00:00:00,accepted,1
2483,2133,4331,2024-12-19 00:35:00,2025-01-14 00:35:00,accepted,1
2485,2798,3218,2024-12-31 21:08:00,2025-01-06 21:08:00,rejected,1
2492,583,2106,2025-09-25 04:27:00,2025-10-19 04:27:00,accepted,1
2513,2886,3096,2025-03-12 12:49:00,2025-04-03 12:49:00,accepted,1
2551,645,3120,2025-03-15 00:00:00,,alerted,0
2561,1720,4905,2025-06-08 00:00:00,2025-06-22 00:00:00,accepted,1
2593,749,2671,2025-06-12 00:00:00,2025-06-21 00:00:00,rejected,1
2612,3077,2901,2025-02-02 00:00:00,2025-02-10 00:00:00,rejected,1
2622,2258,3898,2025-04-24 00:00:00,2025-04-27 00:00:00,rejected,1
2627,1192,4959,2025-05-29 18:08:00,2025-06-11 18:08:00,rejected,1
2642,2909,2321,2025-03-19 13:36:00,2025-03-31 13:36:00,accepted,1
2648,1768,4253,2025-09-15 00:00:00,2025-09-27 00:00:00,canceled,1
2657,1864,3977,2025-10-14 00:00:00,2025-10-28 00:00:00,accepted,1
2689,95,2172,2025-06-05 18:46:00,2025-06-19 18:46:00,accepted,1
2697,476,4148,2025-08-19 02:54:00,2025-08-23 02:54:00,accepted,1
2705,2625,4812,2025-10-17 00:00:00,2025-10-25 00:00:00,accepted,1
2716,2833,2262,2025-10-08 21:02:00,2025-11-04 21:02:00,accepted,1
2734,2769,2504,2024-09-19 00:00:00,2024-09-24 00:00:00,accepted,1
2748,1802,1789,2025-08-14 00:00:00,2025-08-27 04:41:00,accepted,1
2751,806,4643,2025-06-22 00:00:00,2025-07-05 00:00:00,accepted,1
2759,1862,2031,2025-10-09 00:00:00,2025-10-23 00:00:00,rejected,1
2764,2077,2482,2025-10-19 00:00:00,2025-10-20 00:00:00,accepted,1
2765,1516,3668,2025-10-18 00:00:00,2025-10-22 00:00:00,rejected,1
2769,2299,3113,2025-09-01 00:00:00,2025-09-15 00:00:00,accepted,1
2780,710,1906,2025-07-12 00:00:00,2025-07-23 00:00:00,accepted,1
2786,2809,5016,2025-06-01 00:00:00,,pending,1
2811,2768,4383,2025-10-20 00:00:00,2025-10-25 00:00:00,rejected,1
2830,1032,5033,2025-06-24 00:00:00,2025-07-07 00:00:00,accepted,1
2867,2877,1711,2025-10-14 09:28:00,2025-11-09 09:28:00,accepted,1
2869,1192,4535,2024-05-30 00:00:00,2024-06-12 00:00:00,accepted,1
2887,159,5254,2025-10-07 00:00:00,2025-10-10 00:00:00,accepted,1
2899,779,2387,2025-08-23 10:41:00,2025-09-06 10:41:00,accepted,1
2906,569,5258,2025-10-17 00:00:00,2025-10-26 00:00:00,accepted,1
2928,1869,2721,2024-11-03 00:00:00,2024-11-14 00:00:00,accepted,1
2935,153,4528,2025-08-17 00:00:00,2025-08-21 00:00:00,accepted,1
2941,2529,2256,2025-09-17 00:00:00,2025-09-22 00:00:00,rejected,1
2942,2037,3218,2025-08-18 00:00:00,2025-08-26 00:00:00,accepted,1
2955,266,5153,2024-12-21 00:00:00,2024-12-23 00:00:00,accepted,1
2965,2433,2630,2025-04-22 00:00:00,2025-04-27 00:00:00,accepted,1
2985,1185,2767,2024-08-25 00:00:00,2024-08-29 00:00:00,rejected,1
2996,502,1951,2025-10-22 00:00:00,2025-10-27 00:00:00,accepted,1
3019,2769,4393,2025-07-19 16:16:00,2025-07-22 16:16:00,accepted,1
3023,462,5137,2025-06-26 00:00:00,2025-07-02 00:00:00,accepted,1
3055,902,2069,2024-05-14 00:00:00,2024-05-20 00:00:00,accepted,1
3089,759,4602,2025-06-19 00:00:00,2025-06-28 00:00:00,accepted,1
3095,488,3907,2025-05-30 00:00:00,2025-06-01 00:00:00,accepted,1
3102,563,4044,2025-08-08 00:00:00,2025-08-11 00:00:00,accepted,1
3108,373,5409,2025-03-16 00:00:00,2025-03-19 00:00:00,accepted,1
3109,2226,4230,2025-08-20 00:00:00,2025-08-24 00:00:00,accepted,1
3113,153,4069,2025-08-20 02:22:00,2025-09-13 02:22:00,accepted,1
3122,1250,3740,2024-02-16 00:00:00,2024-02-23 00:00:00,accepted,1
3125,3016,3224,2025-07-22 00:00:00,2025-08-03 00:00:00,accepted,1
3128,1412,4077,2025-05-11 00:00:00,2025-05-14 00:00:00,accepted,1
3129,1306,5434,2025-08-20 00:00:00,2025-09-01 00:00:00,accepted,1
3140,530,3503,2025-09-14 00:00:00,,alerted,0
3141,645,5215,2025-03-15 00:00:00,,alerted,0
3151,779,4536,2025-04-05 00:00:00,2025-04-12 00:00:00,canceled,1
3168,2236,4847,2025-09-28 00:00:00,2025-10-05 00:00:00,accepted,1
3217,397,2267,2025-01-05 00:00:00,2025-01-11 00:00:00,rejected,1
3219,1197,4347,2025-06-15 00:00:00,2025-06-24 00:00:00,rejected,1
3220,153,3596,2025-10-17 00:00:00,2025-10-18 00:00:00,rejected,1
3225,1197,1530,2025-06-15 00:00:00,2025-06-23 00:00:00,rejected,1
3238,1369,4105,2025-08-20 00:00:00,2025-08-27 00:00:00,rejected,1
3330,732,2582,2025-08-07 00:00:00,2025-08-11 00:00:00,rejected,1
3331,698,1693,2025-04-21 00:00:00,2025-05-05 00:00:00,rejected,1
3334,2545,5018,2025-02-09 00:00:00,2025-02-16 00:00:00,rejected,1
3375,2828,1839,2025-10-13 00:00:00,2025-10-20 00:00:00,rejected,1
3381,2970,4819,2025-10-07 00:00:00,2025-10-13 00:00:00,rejected,1
3406,611,5377,2025-06-24 00:00:00,2025-07-07 00:00:00,rejected,1
3408,2671,2006,2025-08-23 00:00:00,2025-09-02 00:00:00,canceled,1
3409,3148,1551,2024-10-20 06:05:00,2024-10-21 06:05:00,rejected,1
3416,1909,1588,2024-11-04 00:00:00,2024-11-16 00:00:00,rejected,1
3420,645,3195,2025-03-13 00:00:00,,alerted,0
3428,2809,2361,2025-06-01 00:00:00,2025-06-15 00:00:00,rejected,1
3441,1172,5274,2025-04-04 03:40:00,2025-04-14 03:40:00,rejected,1
3469,2291,3447,2025-05-21 00:00:00,2025-06-03 00:00:00,rejected,1
3472,1089,4909,2024-11-12 00:00:00,2024-11-22 00:00:00,rejected,1
3511,2609,4118,2025-07-12 00:00:00,2025-07-19 00:00:00,rejected,1
3516,2792,2879,2025-05-22 00:00:00,2025-05-25 00:00:00,rejected,1
3542,1990,2740,2024-09-13 07:26:00,2024-09-17 07:26:00,rejected,1
3548,197,1713,2025-06-30 00:00:00,2025-07-08 00:00:00,rejected,1
3594,2168,2255,2025-08-08 00:00:00,2025-08-09 00:00:00,rejected,1
3597,1032,1680,2025-06-28 00:00:00,2025-07-04 00:00:00,canceled,1
3650,2296,5202,2025-05-07 00:00:00,2025-05-12 00:00:00,rejected,1
3657,1128,5442,2025-10-01 00:00:00,2025-10-14 00:00:00,rejected,1
3658,248,2857,2025-05-28 00:00:00,,alerted,0
3697,1851,1802,2025-08-13 03:28:00,2025-08-19 03:28:00,rejected,1
3732,2375,3211,2025-02-13 00:00:00,2025-02-27 00:00:00,rejected,1
3740,3010,5413,2025-10-17 00:00:00,2025-10-31 00:00:00,rejected,1
3768,3008,1640,2025-08-28 00:00:00,2025-09-09 00:00:00,accepted,1
3770,2868,2822,2024-11-26 00:00:00,2024-12-08 00:00:00,canceled,1
3783,248,4642,2025-05-26 00:00:00,,alerted,0
3792,153,4125,2025-08-20 00:00:00,2025-09-02 00:00:00,rejected,1
3806,2124,2197,2024-09-13 00:00:00,2024-09-15 00:00:00,rejected,1
3820,2860,2983,2025-09-23 00:00:00,2025-09-30 00:00:00,rejected,1
3825,1662,2650,2025-03-08 22:09:00,2025-04-02 22:09:00,canceled,1
3826,853,4694,2025-08-25 00:00:00,2025-09-04 00:00:00,accepted,1
3837,1563,4996,2025-05-22 00:00:00,2025-05-26 00:00:00,accepted,1
3838,2605,1717,2025-10-16 00:00:00,2025-10-24 00:00:00,rejected,1
3850,779,3116,2025-04-01 00:00:00,2025-04-05 00:00:00,accepted,1
3854,2847,2841,2025-09-21 00:00:00,2025-09-26 00:00:00,rejected,1
3857,530,3188,2025-09-16 00:00:00,,alerted,0
3866,2614,2563,2025-10-04 21:38:00,2025-10-30 21:38:00,accepted,1
3872,1597,5440,2024-11-29 00:00:00,2024-12-07 00:00:00,accepted,1
3928,2920,3129,2025-08-10 00:00:00,2025-08-11 00:00:00,canceled,1
3929,1089,4466,2025-10-06 19:23:00,2025-10-12 19:23:00,rejected,1
3955,2809,5125,2025-10-15 07:18:00,2025-10-29 07:18:00,rejected,1
3969,3173,2353,2025-08-02 00:00:00,2025-08-09 00:00:00,accepted,1
3978,1316,4922,2025-09-16 00:00:00,2025-09-22 00:00:00,canceled,1
3993,1826,5370,2025-08-24 00:00:00,2025-09-04 00:00:00,accepted,1
4006,95,4571,2024-06-27 19:52:00,2024-07-02 19:52:00,rejected,1
4021,868,3030,2025-10-13 17:52:00,2025-11-05 17:52:00,canceled,1
4073,455,4521,2025-06-08 00:00:00,2025-06-14 00:00:00,rejected,1
4094,1745,2866,2025-09-27 00:00:00,2025-10-07 00:00:00,rejected,1
4101,1461,2291,2025-07-30 00:00:00,2025-08-12 00:00:00,canceled,1
4112,1192,2009,2024-05-25 00:00:00,2024-05-30 00:00:00,rejected,1
4122,2685,3877,2025-10-21 00:00:00,2025-10-28 00:00:00,accepted,1
4125,140,5287,2024-12-23 00:35:00,2025-01-08 00:35:00,accepted,1
4151,2970,2571,2025-10-09 00:00:00,2025-10-21 00:00:00,accepted,1
4157,95,1714,2025-01-06 00:23:00,2025-01-24 00:23:00,accepted,1
4159,421,4213,2025-10-08 00:00:00,2025-10-11 00:00:00,canceled,1
4167,2344,4503,2025-03-15 04:40:00,2025-03-26 04:40:00,accepted,1
4172,2718,5427,2025-10-07 00:00:00,2025-10-21 00:00:00,accepted,1
4176,967,3580,2025-02-05 00:00:00,,alerted,0
4192,2712,2791,2025-04-29 05:11:00,2025-05-27 05:11:00,accepted,1
4193,2768,3957,2025-10-21 00:00:00,2025-10-29 00:00:00,rejected,1
4201,1380,2672,2024-10-15 00:00:00,2024-10-18 00:00:00,rejected,1
4216,1409,4910,2025-01-05 00:00:00,2025-01-15 00:00:00,accepted,1
4217,2392,3597,2025-06-17 00:00:00,2025-06-26 00:00:00,accepted,1
4228,3153,4800,2025-08-02 00:00:00,2025-08-03 00:00:00,accepted,1
4233,1546,3953,2025-05-23 00:00:00,2025-05-24 00:00:00,rejected,1
4239,140,3299,2025-10-03 01:21:00,2025-11-01 01:21:00,accepted,1
4243,863,5174,2025-07-17 00:00:00,2025-07-24 00:00:00,rejected,1
4245,904,1550,2025-08-12 00:00:00,2025-08-24 00:00:00,rejected,1
4286,759,4523,2025-06-17 00:00:00,2025-06-27 00:00:00,rejected,1
4305,248,1740,2025-06-16 13:21:00,,alerted,0
4322,2926,1666,2025-06-28 00:00:00,2025-07-08 00:00:00,accepted,1
4327,2847,4687,2025-09-24 00:00:00,2025-10-05 00:00:00,accepted,1
4331,1034,4389,2025-10-19 00:00:00,,alerted,0
4349,1546,3888,2025-05-18 00:00:00,2025-05-27 00:00:00,rejected,1
4360,2256,5157,2025-09-03 00:00:00,2025-09-04 00:00:00,rejected,1
4364,154,3575,2025-07-16 00:00:00,2025-07-18 00:00:00,accepted,1
4379,2816,2039,2025-09-17 03:15:00,2025-09-22 03:15:00,accepted,1
4389,1750,2787,2025-10-18 00:00:00,2025-10-29 00:00:00,accepted,1
4396,2258,3019,2025-04-28 00:00:00,2025-05-02 01:58:00,accepted,1
4399,2715,2885,2025-10-10 00:00:00,2025-10-17 00:00:00,accepted,1
4405,530,2448,2025-09-12 00:00:00,,alerted,0
4427,645,3662,2025-03-17 00:00:00,,alerted,0
4442,2877,2072,2025-10-02 00:00:00,2025-10-16 00:00:00,accepted,1
4450,574,4495,2025-02-09 00:00:00,2025-02-17 00:00:00,accepted,1
4496,1192,2853,2024-05-25 00:00:00,2024-05-27 00:00:00,rejected,1
4512,2536,3383,2025-02-28 00:00:00,2025-03-01 00:00:00,rejected,1
4514,3152,4490,2025-07-22 00:00:00,2025-07-27 00:00:00,accepted,1
4527,446,3504,2024-11-17 21:26:00,2024-11-24 21:26:00,rejected,1
4535,2847,2762,2025-09-23 00:00:00,2025-09-30 00:00:00,rejected,1
4538,557,4488,2025-06-12 00:00:00,2025-06-18 00:00:00,accepted,1
4542,1192,3295,2025-10-03 01:38:00,2025-10-05 01:38:00,rejected,1
4549,421,5299,2025-10-03 00:00:00,2025-10-07 00:00:00,accepted,1
4581,1963,4023,2025-08-04 00:00:00,2025-08-12 00:00:00,accepted,1
4582,599,2348,2025-05-05 00:00:00,2025-05-11 00:00:00,accepted,1
4583,14,3907,2025-05-07 00:00:00,2025-05-13 00:00:00,accepted,1
4594,3140,4005,2025-09-25 00:00:00,2025-10-08 00:00:00,canceled,1
4599,717,4795,2025-08-31 00:00:00,2025-09-09 00:00:00,rejected,1
4601,710,4876,2025-07-11 00:00:00,2025-07-16 00:00:00,rejected,1
4602,254,1733,2025-08-25 00:00:00,2025-09-01 00:00:00,accepted,1
4612,1199,3804,2025-07-12 00:00:00,2025-07-26 00:00:00,rejected,1
4614,322,4050,2025-07-19 17:39:00,2025-07-20 17:39:00,accepted,1
