mentee_id,mentor_id,skill_overlap_score,skill_coverage_score,subdomain_similarity,mentor_quality_score,mentor_weighted_rating,interaction_score_log,interaction_count_log,experience_gap_abs,mentor_more_experienced,experience_match_bucket,soft_gap_score,same_country,popularity_log,mentor_covers_all_skills,extra_skill_count,skill_match_type,mentor_follower_count_log,mentor_open_post_count_log,mentor_domain_match,cf_score,community_overlap,time_split,label,hardness_score
3,589,0.4666666666666667,0.7777777777777778,0.5,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,3.367295829986474,0.0,1,0.0,0.0,train,0,0.5433333333333333
3,4094,0.38461538461538464,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.5475301423163995,0,4,1,2.5649493574615367,0.0,1,0.09970230437278488,0.0,train,0,0.5397435897435898
3,3255,0.4375,0.7777777777777778,0.5,0.0,0.0,0.0,0.0,1,1,2,0.5,1,0.48891451859304486,0,7,2,2.0794415416798357,0.0,1,0.11833415169423485,0.0,train,0,0.5302083333333333
3,681,0.35714285714285715,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.18685964500152372,0,5,2,3.4011973816621555,0.0,1,0.14334154900682727,0.0,train,0,0.5273809523809524
3,3073,0.46153846153846156,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,4,2,2.70805020110221,0.0,1,0.0,0.0,train,0,0.5076923076923077
3,5308,0.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,1,1,2,0.5,1,0.0,0,3,0,4.663439094112067,0.0,1,0.13938250722593426,0.0,train,0,0.48333333333333334
3,3464,0.38461538461538464,0.5555555555555556,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,1,1.3862943611198906,0.0,1,0.13551104744192347,0.0,train,0,0.47307692307692306
3,550,0.375,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.47333095525481067,0,7,2,2.1972245773362196,0.0,1,0.14266506983270016,0.0,train,0,0.46875
3,3852,0.375,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,7,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.46875
3,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,7,0,1.6094379124341003,0.0,0,-0.005415013431524688,0.0,train,0,0.0
3,3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,8,0,3.091042453358316,0.0,0,-0.005948634250318712,0.0,train,0,0.0
3,1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,11,2,2.6390573296152584,0.0,0,0.0135306868544302,0.0,train,0,0.0
4,1809,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.16479184330021646,1.0986122886681098,0,0,0,1.0,0,0.8122423810498749,1,3,2,2.5649493574615367,0.0,1,0.14943435343808117,0.0,train,1,0.0
4,4085,0.75,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.6482835532139366,1,2,2,2.1972245773362196,0.0,1,0.14442579863573426,0.0,train,0,0.8374999999999999
4,5012,0.625,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.7654743553485663,0,2,2,2.6390573296152584,0.0,1,0.1497691146693863,0.0,train,0,0.73125
4,4057,0.5555555555555556,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,3,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.7
4,1798,0.5555555555555556,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,3,2,2.4849066497880004,0.0,1,0.1305887670669951,0.0,train,0,0.7
4,4037,0.5555555555555556,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,3,2,2.0794415416798357,0.0,1,0.12676516957985434,0.0,train,0,0.7
4,2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,7,2,3.6375861597263857,0.0,1,0.10637561638858511,0.0,train,0,0.0
4,743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.0
4,3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,11,2,1.9459101490553132,0.0,1,0.10249190532948685,0.0,train,0,0.0
4,2180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,10,2,2.5649493574615367,0.0,0,0.0,0.0,train,0,0.0
6,2412,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.21021710062671417,0,2,0,1.791759469228055,0.0,1,0.08783532031881534,0.0,train,1,0.0
6,481,0.25,0.375,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,0,1.791759469228055,0.0,1,0.11540194312594539,0.0,train,1,0.0
6,3702,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.6563753151587565,0,4,2,2.833213344056216,0.0,1,0.1320933801289561,0.0,train,1,0.0
6,4377,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,2,0,0.6931471805599453,0.0,1,0.10238944079624222,0.0,train,0,0.6125
6,4581,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,2,0,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.6125
6,4818,0.38461538461538464,0.625,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,5,2,1.3862943611198906,0.0,1,0.10616153630033258,0.0,train,0,0.5605769230769231
6,1021,0.42857142857142855,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,2.0794415416798357,0.0,1,0.10611265403878083,0.0,train,0,0.5511904761904761
6,3093,0.42857142857142855,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,1.3862943611198906,0.0,1,0.10105558200885653,0.0,train,0,0.5511904761904761
6,70,0.4,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,7,2,2.3978952727983707,0.0,1,0.11265032608210833,0.0,train,0,0.5383333333333333
6,1437,0.4,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,7,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.5383333333333333
6,4202,0.4166666666666667,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,4,2,1.9459101490553132,0.0,1,0.07874759697191895,0.0,train,0,0.5083333333333333
6,1171,0.4166666666666667,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,4,2,0.6931471805599453,0.0,1,0.0,0.0,train,0,0.5083333333333333
6,4067,0.3333333333333333,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,4,1,1.0986122886681098,0.0,1,0.08837300794302254,0.0,train,0,0.5
6,5217,0.35714285714285715,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,6,2,1.791759469228055,0.0,1,0.0,0.0,train,0,0.481547619047619
6,4096,0.3333333333333333,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.4708333333333333
6,2423,0.3125,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.4548995118683271,0,8,2,2.1972245773362196,0.0,1,0.08499197273313454,0.0,train,0,0.4614583333333333
6,863,0.29411764705882354,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.827661805313467,0,9,2,2.3978952727983707,0.0,1,0.07792031122279904,0.0,train,0,0.45318627450980387
6,1912,0.3076923076923077,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,5,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.42179487179487174
6,2047,0.23076923076923078,0.375,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,1.0,0,5,1,3.258096538021482,0.0,1,0.07298710612391808,0.0,train,0,0.41634615384615387
6,3433,0.2857142857142857,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,1.791759469228055,0.0,1,0.0,0.0,train,0,0.4119047619047619
6,92,0.26666666666666666,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,7,2,1.9459101490553132,0.0,1,0.0,0.0,train,0,0.4033333333333333
6,57,0.25,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,8,2,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.39583333333333337
6,2594,0.25,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,8,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.39583333333333337
6,182,0.2222222222222222,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,10,2,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.3833333333333333
6,5064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,10,2,2.1972245773362196,0.0,1,0.0857745127019429,0.0,train,0,0.0
6,4156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,1,0.0,0,7,0,2.1972245773362196,0.0,1,0.11429997284702517,0.0,train,0,0.0
6,3005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,11,2,1.791759469228055,0.0,1,0.06545702639924708,0.0,train,0,0.0
6,2429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,1,0.0,0,9,2,1.791759469228055,0.0,0,0.0,0.0,train,0,0.0
6,3726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.40693510467507577,0,9,2,1.6094379124341003,0.0,0,-0.003039732702800058,0.0,train,0,0.0
6,4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,8,1,1.3862943611198906,0.0,0,0.0,0.0,train,0,0.0
7,163,0.25,0.375,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,0,2.833213344056216,0.0,1,0.07587629479830654,0.0,train,1,0.0
7,1688,0.1875,0.375,0.25,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,8,2,3.828641396489095,0.0,1,0.13664368189068227,0.0,train,1,0.0
7,5168,0.3076923076923077,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,5,2,2.6390573296152584,0.0,1,0.08935160586137615,0.0,train,1,0.0
7,4290,0.17647058823529413,0.375,0.25,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.25120680758569874,0,9,2,2.302585092994046,0.0,1,0.04642943060588141,0.0,train,1,0.0
7,3317,0.7,0.875,1.0,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,2,2,1.9459101490553132,0.0,1,0.12899762020862024,0.0,train,0,0.7775000000000001
7,1715,0.5,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,6,2,2.0794415416798357,0.0,1,0.00503805780959505,0.0,train,0,0.6208333333333333
7,3230,0.5,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,6,2,2.3978952727983707,0.0,1,0.0,0.0,train,0,0.6208333333333333
7,5484,0.5,0.625,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,2,0,2.1972245773362196,0.0,1,0.0,0.0,train,0,0.6125
7,1058,0.5,0.625,1.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,2,0,2.0794415416798357,0.0,1,0.09625958605697077,0.0,train,0,0.6125
7,345,0.4666666666666667,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,7,2,1.9459101490553132,0.0,1,0.0,0.0,train,0,0.6058333333333333
7,2696,0.5,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.40693510467507577,0,4,2,1.9459101490553132,0.0,1,0.0282113078473841,0.0,train,0,0.5833333333333333
7,115,0.42857142857142855,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,2.772588722239781,0.0,1,0.042431591094761176,0.0,train,0,0.5511904761904761
7,636,0.42857142857142855,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,6,2,1.9459101490553132,0.0,1,0.061368095389118624,0.0,train,0,0.5511904761904761
7,2124,0.35294117647058826,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,1,0.0,0,9,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.517156862745098
7,2695,0.36363636363636365,0.5,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,3,0,2.4849066497880004,0.0,1,0.12831265061974909,0.0,train,0,0.5136363636363637
7,42,0.4166666666666667,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,2,1.9459101490553132,0.0,1,0.046992236414371856,0.0,train,0,0.5083333333333333
7,4273,0.38461538461538464,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,5,2,2.1972245773362196,0.0,1,0.0,0.0,train,0,0.49391025641025643
7,1682,0.35714285714285715,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,2.5649493574615367,0.0,1,0.0323100633578328,0.0,train,0,0.481547619047619
7,5224,0.35714285714285715,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.481547619047619
7,4875,0.3333333333333333,0.625,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,1.9459101490553132,0.0,1,0.0,0.0,train,0,0.4708333333333333
7,1871,0.2857142857142857,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,4.1588830833596715,0.0,1,0.0,0.0,train,0,0.4119047619047619
7,701,0.2857142857142857,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,6,2,1.791759469228055,0.0,1,0.006772514944941487,0.0,train,0,0.4119047619047619
7,2207,0.35714285714285715,0.625,0.25,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,1.0986122886681098,0.0,1,0.0,0.0,train,0,0.3982142857142857
7,3115,0.36363636363636365,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,3,0,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.38030303030303025
7,584,0.36363636363636365,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,3,0,0.6931471805599453,0.0,1,0.0,0.0,train,0,0.38030303030303025
7,5213,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0.0,0,4,1,2.772588722239781,0.0,1,0.03805966993370909,0.0,train,0,0.36666666666666664
7,281,0.25,0.375,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.0,0,4,0,1.0986122886681098,0.0,1,0.053272553887637276,0.0,train,0,0.3583333333333333
7,805,0.2,0.375,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,3.2188758248682006,0.0,1,-0.008204967858266462,0.0,train,0,0.3358333333333333
7,3339,0.2,0.375,0.6666666666666666,0.0,0.0,0.0,0.0,2,0,0,0.3333333333333333,0,0.25120680758569874,0,7,2,3.044522437723423,0.0,1,0.05045310647923895,0.0,train,0,0.3358333333333333
7,2626,0.2857142857142857,0.5,0.25,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.6482835532139366,0,6,2,2.5649493574615367,0.0,1,0.07488589111432178,0.0,train,0,0.32857142857142857
7,4150,0.2857142857142857,0.5,0.25,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,2.302585092994046,0.0,1,0.10776375372024351,0.0,train,0,0.32857142857142857
7,2646,0.26666666666666666,0.5,0.25,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,1.9459101490553132,0.0,1,0.0,0.0,train,0,0.32
7,2743,0.26666666666666666,0.5,0.25,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,7,2,0.0,0.0,1,0.0,0.0,train,0,0.32
7,2957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,1,0.0,0,13,2,1.3862943611198906,0.0,1,0.0,0.0,train,0,0.0
7,4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,1,0.42043420125342834,0,9,2,1.3862943611198906,0.0,1,0.08257854951608413,0.0,train,0,0.0
7,4203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.6394873071903424,0,9,2,2.0794415416798357,0.0,1,0.05963563454290501,0.0,train,0,0.0
7,4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,12,2,1.791759469228055,0.0,0,-0.02130835396232705,0.0,train,0,0.0
7,863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,1.0,0,14,2,2.4849066497880004,0.0,0,0.0015712867590425574,0.0,train,0,0.0
7,1954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.21021710062671417,0,7,0,1.3862943611198906,0.0,0,0.006071788809274888,0.0,train,0,0.0
7,744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,0.0,0,9,2,1.9459101490553132,0.0,0,0.0,0.0,train,0,0.0
8,4115,0.3333333333333333,0.625,0.25,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,1.0,0,7,2,3.970291913552122,0.0,1,0.1252435685038002,0.0,train,1,0.0
8,3102,0.2857142857142857,0.5,0.25,0.0,0.0,0.0,0.0,1,1,2,0.5,0,1.0,0,6,2,3.258096538021482,0.0,1,0.1449330628590094,0.0,train,1,0.0
8,4064,0.25,0.375,0.3333333333333333,0.0,0.0,0.1039720770839918,0.6931471805599453,2,1,2,0.3333333333333333,0,0.7593456270484926,0,4,0,3.1780538303479458,0.0,1,0.13883251314634765,0.0,train,1,0.0
8,4626,0.7,0.875,1.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,2,2,2.772588722239781,0.0,1,0.06784187217261392,0.0,train,0,0.7775000000000001
8,2756,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,1,0,3.6375861597263857,0.0,1,0.05982642605345467,0.0,train,0,0.7249999999999999
8,2795,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.0,0,1,0,1.791759469228055,0.0,1,0.0,0.0,train,0,0.7249999999999999
8,3185,0.6153846153846154,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,1,5,2,2.5649493574615367,0.0,1,0.1399297882400699,0.0,train,0,0.7102564102564102
8,3934,0.6153846153846154,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.3212791744612701,1,5,2,2.302585092994046,0.0,1,0.1494911530130449,0.0,train,0,0.7102564102564102
8,1294,0.5714285714285714,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,1,6,2,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.6904761904761905
8,4114,0.5714285714285714,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,1,0.0,1,6,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.6904761904761905
8,3660,0.6363636363636364,0.875,0.6666666666666666,0.0,0.0,0.1039720770839918,0.6931471805599453,1,1,2,0.5,0,0.40693510467507577,0,3,2,2.3978952727983707,0.0,1,0.11630032416639013,0.0,train,0,0.686905969102037
8,4023,0.6363636363636364,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.5085423434714712,0,3,2,2.772588722239781,0.0,1,0.0942253986931272,0.0,train,0,0.6821969696969696
8,5279,0.6363636363636364,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,3,2,1.9459101490553132,0.0,1,0.08831093673803721,0.0,train,0,0.6821969696969696
8,2065,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.0,0,4,2,2.1972245773362196,0.0,1,0.0,0.0,train,0,0.6583333333333333
8,2758,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.6583333333333333
8,3293,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.0,0,4,2,1.9459101490553132,0.0,1,0.056710902358546596,0.0,train,0,0.6583333333333333
8,3554,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,4,2,2.3978952727983707,0.0,1,0.13076931615891696,0.0,train,0,0.6583333333333333
8,4606,0.5833333333333334,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.7458465304701399,0,4,2,1.791759469228055,0.0,1,0.09006329199156203,0.0,train,0,0.6583333333333333
8,3015,0.5384615384615384,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,5,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.6381410256410256
8,435,0.5,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.0,0,6,2,1.6094379124341003,0.0,1,0.0,0.0,train,0,0.6208333333333333
8,4555,0.5,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,1,1,2,0.5,0,1.0,0,6,2,2.6390573296152584,0.0,1,0.08991764522729423,0.0,train,0,0.6208333333333333
8,4585,0.5,0.875,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0.0,0,6,2,2.302585092994046,0.0,1,0.1413547432993665,0.0,train,0,0.6208333333333333
8,5474,0.5,0.625,1.0,0.0,0.0,0.0,0.0,1,1,2,0.5,0,0.3212791744612701,0,2,0,1.791759469228055,0.0,1,0.04002971549839622,0.0,train,0,0.6125
8,2192,0.5454545454545454,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.47333095525481067,0,3,2,2.302585092994046,0.0,1,0.13666972530214183,0.0,train,0,0.6037878787878788
8,2821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0.3333333333333333,0,0.0,0,9,2,2.0794415416798357,0.0,1,0.0,0.0,train,0,0.0
