ApplicationId,ProgramId,MenteeProfileId,AppliedAt,DecisionAt,Status,MeetRequirements
827,977,2584,07/10/2026 00:00,11/10/2026 00:00,accepted,1
835,1991,2986,04/11/2026 09:42,14/11/2026 09:42,accepted,1
841,3098,4837,20/06/2026 00:00,23/06/2026 00:00,accepted,1
851,2440,4449,12/01/2026 00:00,20/01/2026 00:00,rejected,1
855,1383,5170,27/12/2026 00:00,07/01/2027 00:00,accepted,1
872,154,4401,26/09/2026 00:00,08/10/2026 00:00,accepted,1
943,3162,2123,16/12/2026 00:00,20/12/2026 00:00,rejected,1
952,530,3600,23/11/2026 00:00,,alerted,1
957,2862,4860,15/12/2026 00:00,23/12/2026 00:00,rejected,1
994,2392,2535,05/11/2026 08:52,16/11/2026 08:52,accepted,1
1027,832,3107,17/11/2026 00:00,30/11/2026 00:00,accepted,1
1028,1316,5037,29/11/2026 00:00,11/12/2026 00:00,accepted,1
1029,1690,5013,25/12/2026 00:00,06/01/2027 00:00,rejected,1
1033,2847,1682,06/12/2026 00:00,09/12/2026 00:00,rejected,1
1050,1455,2758,09/05/2026 00:00,18/05/2026 00:00,accepted,1
1052,2724,4308,23/07/2026 00:00,03/08/2026 00:00,rejected,1
1058,2671,3926,09/11/2026 00:00,11/11/2026 00:00,accepted,1
1066,1102,5347,04/12/2026 00:00,06/12/2026 00:00,rejected,1
1103,2907,2619,04/10/2026 00:00,09/10/2026 00:00,rejected,1
1132,3104,4264,28/10/2026 00:00,06/11/2026 00:00,accepted,1
1149,1197,2578,27/08/2026 00:00,06/09/2026 00:00,accepted,1
1151,2425,2633,30/11/2026 00:00,07/12/2026 00:00,accepted,1
1153,2809,1605,15/08/2026 00:00,26/08/2026 00:00,accepted,1
1169,1459,2791,13/12/2025 00:00,24/12/2025 00:00,accepted,1
1170,2536,4303,09/12/2026 16:39,03/01/2027 16:39,accepted,1
1173,2026,4452,05/11/2025 00:00,15/11/2025 00:00,accepted,1
1179,645,1632,01/06/2026 00:00,,alerted,1
1187,1451,4238,14/12/2026 01:42,18/12/2026 01:42,accepted,1
1194,617,1538,03/12/2026 00:00,,alerted,1
1239,989,2591,14/10/2026 00:00,16/10/2026 00:00,accepted,1
1245,645,3039,29/11/2026 08:51,,alerted,1
1274,2256,1693,13/11/2026 00:00,17/11/2026 00:00,accepted,1
1277,1316,3392,27/11/2026 00:00,10/12/2026 00:00,canceled,1
1288,1480,1927,01/07/2026 00:00,05/07/2026 00:00,accepted,1
1289,2809,2664,10/08/2026 00:00,21/08/2026 00:00,accepted,1
1299,421,2699,21/12/2026 00:00,26/12/2026 00:00,rejected,1
1321,2291,3158,31/07/2026 00:00,04/08/2026 00:00,canceled,1
1336,2420,5324,24/01/2026 10:43,02/02/2026 10:43,accepted,1
1340,2868,2320,10/09/2026 05:33,17/09/2026 05:33,accepted,1
1363,197,2159,11/09/2026 00:00,24/09/2026 00:00,accepted,1
1380,717,3453,12/11/2026 00:00,22/11/2026 00:00,accepted,1
1388,1318,2762,01/12/2026 00:00,05/12/2026 00:00,accepted,1
1422,1197,2830,19/12/2026 04:46,13/01/2027 04:46,accepted,1
1449,2251,5177,09/05/2026 00:00,10/05/2026 00:00,accepted,1
1463,2688,4238,29/01/2026 10:26,26/02/2026 10:26,accepted,1
1528,1461,4019,12/10/2026 00:00,15/10/2026 00:00,rejected,1
1546,1116,2381,02/12/2026 00:00,03/12/2026 00:00,rejected,1
1558,1580,3264,04/06/2026 00:00,05/06/2026 00:00,accepted,1
1570,1735,2849,03/12/2025 20:06,16/12/2025 20:06,accepted,1
1575,1459,3976,04/06/2026 12:01,10/06/2026 12:01,canceled,1
1578,1563,4195,03/08/2026 00:00,07/08/2026 00:00,rejected,1
1591,1826,1565,12/11/2026 00:00,20/11/2026 00:00,rejected,1
1604,1359,2248,04/08/2026 00:00,18/08/2026 00:00,accepted,1
1611,3088,1902,22/08/2026 00:00,04/09/2026 00:00,accepted,1
1645,699,1948,20/07/2026 00:00,22/07/2026 00:00,rejected,1
1662,97,2340,15/07/2026 00:00,23/07/2026 00:00,rejected,1
1677,2955,2903,07/04/2026 00:00,14/04/2026 00:00,accepted,1
1693,2636,2508,28/01/2026 00:00,08/02/2026 00:00,rejected,1
1731,1879,3415,22/11/2025 00:00,02/12/2025 00:00,accepted,1
1747,2213,1778,22/12/2026 00:00,26/12/2026 00:00,accepted,1
1748,1896,5324,08/11/2026 00:00,17/11/2026 00:00,accepted,1
1751,2309,2662,27/06/2026 04:05,23/07/2026 04:05,accepted,1
1760,2749,5340,23/04/2026 17:30,28/04/2026 17:30,accepted,1
1782,2907,4987,03/10/2026 00:00,07/10/2026 00:00,accepted,1
1800,2529,5375,30/11/2026 00:00,12/12/2026 00:00,accepted,1
1822,1245,2787,18/10/2026 00:00,25/10/2026 00:00,accepted,1
1834,697,1812,28/05/2026 00:00,05/06/2026 00:00,accepted,1
1839,2562,2803,05/12/2026 00:00,12/12/2026 00:00,rejected,1
1841,924,3825,30/10/2026 00:00,03/11/2026 00:00,accepted,1
1844,2227,1713,25/09/2025 00:00,28/09/2025 00:00,accepted,1
1846,3140,1719,10/12/2026 00:00,21/12/2026 00:00,accepted,1
1848,2768,1569,29/12/2026 00:00,10/01/2027 00:00,accepted,1
1899,4,1719,10/05/2026 00:00,,alerted,1
1934,488,1966,23/12/2026 06:01,12/01/2027 06:01,accepted,1
1936,248,4963,10/08/2026 00:00,,alerted,1
1954,2768,1699,29/12/2026 00:00,12/01/2027 00:00,accepted,1
1966,3077,4673,20/04/2026 00:00,22/04/2026 00:00,accepted,1
1967,2177,5052,23/09/2026 00:00,06/10/2026 00:00,rejected,1
1974,3147,1929,11/10/2025 00:00,23/10/2025 00:00,accepted,1
2004,1,4855,09/12/2026 00:00,16/12/2026 00:00,accepted,1
2025,476,1825,29/10/2026 04:31,30/10/2026 04:31,accepted,1
2031,2627,4973,03/11/2026 00:00,12/11/2026 00:00,accepted,1
2044,58,4581,14/11/2026 00:00,18/11/2026 00:00,accepted,1
2068,2046,5214,10/05/2026 00:00,13/05/2026 00:00,rejected,1
2103,2847,4248,03/12/2026 00:00,16/12/2026 00:00,accepted,1
2106,1460,2727,28/01/2026 00:00,04/02/2026 00:00,accepted,1
2110,342,3781,21/02/2026 00:00,25/02/2026 00:00,accepted,1
2116,1934,2106,15/11/2026 04:10,23/11/2026 04:10,accepted,1
2117,401,4183,31/12/2026 00:00,12/01/2027 00:00,accepted,1
2145,58,1717,12/11/2026 00:00,21/11/2026 00:00,accepted,1
2153,1434,2767,09/12/2026 00:00,17/12/2026 00:00,accepted,1
2162,1267,1768,13/02/2026 00:00,14/02/2026 00:00,accepted,1
2190,2895,1540,05/12/2026 13:23,28/12/2026 13:23,accepted,1
2212,1802,1954,28/10/2026 00:00,06/11/2026 00:00,accepted,1
2213,2886,2013,24/04/2026 00:00,28/04/2026 00:00,accepted,1
2228,77,2429,29/03/2026 00:00,12/04/2026 00:00,accepted,1
2230,749,5299,24/08/2026 00:00,26/08/2026 00:00,accepted,1
2232,1469,3471,17/08/2026 00:00,27/08/2026 00:00,accepted,1
2242,1359,4234,04/08/2026 00:00,12/08/2026 00:00,accepted,1
2247,2813,3009,08/10/2025 00:00,11/10/2025 00:00,accepted,1
2256,79,4294,02/09/2026 00:00,15/09/2026 00:00,canceled,1
2263,2809,3445,14/08/2026 00:00,22/08/2026 00:00,accepted,1
2294,2309,2197,08/04/2026 02:05,13/04/2026 02:05,accepted,1
2302,3053,1786,18/12/2026 00:00,29/12/2026 00:00,accepted,1
2336,2226,2330,07/11/2026 00:00,16/11/2026 00:00,accepted,1
2352,1249,4031,16/10/2026 00:00,26/10/2026 00:00,rejected,1
2356,1197,4403,02/12/2026 03:16,03/12/2026 03:16,accepted,1
2377,268,3190,07/04/2026 00:00,13/04/2026 00:00,rejected,1
2380,1644,1959,21/01/2026 14:00,30/01/2026 14:00,accepted,1
2387,3061,2234,02/09/2026 00:00,15/09/2026 00:00,accepted,1
2399,2774,3744,27/12/2026 00:00,04/01/2027 00:00,accepted,1
2407,2386,4527,10/09/2026 00:00,24/09/2026 00:00,accepted,1
2462,2838,2271,04/12/2025 00:00,13/12/2025 00:00,accepted,1
2483,2133,4331,03/03/2026 00:35,29/03/2026 00:35,accepted,1
2485,2798,3218,15/03/2026 21:08,21/03/2026 21:08,rejected,1
2492,583,2106,08/12/2026 04:27,01/01/2027 04:27,accepted,1
2513,2886,3096,25/05/2026 12:49,16/06/2026 12:49,accepted,1
2551,645,3120,28/05/2026 00:00,,alerted,1
2561,1720,4905,21/08/2026 00:00,04/09/2026 00:00,accepted,1
2593,749,2671,25/08/2026 00:00,03/09/2026 00:00,rejected,1
2612,3077,2901,17/04/2026 00:00,25/04/2026 00:00,rejected,1
2622,2258,3898,07/07/2026 00:00,10/07/2026 00:00,rejected,1
2627,1192,4959,11/08/2026 18:08,24/08/2026 18:08,rejected,1
2642,2909,2321,01/06/2026 13:36,13/06/2026 13:36,accepted,1
2648,1768,4253,28/11/2026 00:00,10/12/2026 00:00,canceled,1
2657,1864,3977,27/12/2026 00:00,10/01/2027 00:00,accepted,1
2689,95,2172,18/08/2026 18:46,01/09/2026 18:46,accepted,1
2697,476,4148,01/11/2026 02:54,05/11/2026 02:54,accepted,1
2705,2625,4812,30/12/2026 00:00,07/01/2027 00:00,accepted,1
2716,2833,2262,21/12/2026 21:02,17/01/2027 21:02,accepted,1
2734,2769,2504,02/12/2025 00:00,07/12/2025 00:00,accepted,1
2748,1802,1789,27/10/2026 00:00,09/11/2026 04:41,accepted,1
2751,806,4643,04/09/2026 00:00,17/09/2026 00:00,accepted,1
2759,1862,2031,22/12/2026 00:00,05/01/2027 00:00,rejected,1
2764,2077,2482,01/01/2027 00:00,02/01/2027 00:00,accepted,1
2765,1516,3668,31/12/2026 00:00,04/01/2027 00:00,rejected,1
2769,2299,3113,14/11/2026 00:00,28/11/2026 00:00,accepted,1
2780,710,1906,24/09/2026 00:00,05/10/2026 00:00,accepted,1
2786,2809,5016,14/08/2026 00:00,,pending,1
2811,2768,4383,02/01/2027 00:00,07/01/2027 00:00,rejected,1
2830,1032,5033,06/09/2026 00:00,19/09/2026 00:00,accepted,1
2867,2877,1711,27/12/2026 09:28,22/01/2027 09:28,accepted,1
2869,1192,4535,12/08/2025 00:00,25/08/2025 00:00,accepted,1
2887,159,5254,20/12/2026 00:00,23/12/2026 00:00,accepted,1
2899,779,2387,05/11/2026 10:41,19/11/2026 10:41,accepted,1
2906,569,5258,30/12/2026 00:00,08/01/2027 00:00,accepted,1
2928,1869,2721,16/01/2026 00:00,27/01/2026 00:00,accepted,1
2935,153,4528,30/10/2026 00:00,03/11/2026 00:00,accepted,1
2941,2529,2256,30/11/2026 00:00,05/12/2026 00:00,rejected,1
2942,2037,3218,31/10/2026 00:00,08/11/2026 00:00,accepted,1
2955,266,5153,05/03/2026 00:00,07/03/2026 00:00,accepted,1
2965,2433,2630,05/07/2026 00:00,10/07/2026 00:00,accepted,1
2985,1185,2767,07/11/2025 00:00,11/11/2025 00:00,rejected,1
2996,502,1951,04/01/2027 00:00,09/01/2027 00:00,accepted,1
3019,2769,4393,01/10/2026 16:16,04/10/2026 16:16,accepted,1
3023,462,5137,08/09/2026 00:00,14/09/2026 00:00,accepted,1
3055,902,2069,27/07/2025 00:00,02/08/2025 00:00,accepted,1
3089,759,4602,01/09/2026 00:00,10/09/2026 00:00,accepted,1
3095,488,3907,12/08/2026 00:00,14/08/2026 00:00,accepted,1
3102,563,4044,21/10/2026 00:00,24/10/2026 00:00,accepted,1
3108,373,5409,29/05/2026 00:00,01/06/2026 00:00,accepted,1
3109,2226,4230,02/11/2026 00:00,06/11/2026 00:00,accepted,1
3113,153,4069,02/11/2026 02:22,26/11/2026 02:22,accepted,1
3122,1250,3740,30/04/2025 00:00,07/05/2025 00:00,accepted,1
3125,3016,3224,04/10/2026 00:00,16/10/2026 00:00,accepted,1
3128,1412,4077,24/07/2026 00:00,27/07/2026 00:00,accepted,1
3129,1306,5434,02/11/2026 00:00,14/11/2026 00:00,accepted,1
3140,530,3503,27/11/2026 00:00,,alerted,1
3141,645,5215,28/05/2026 00:00,,alerted,1
3151,779,4536,18/06/2026 00:00,25/06/2026 00:00,canceled,1
3168,2236,4847,11/12/2026 00:00,18/12/2026 00:00,accepted,1
3217,397,2267,20/03/2026 00:00,26/03/2026 00:00,rejected,1
3219,1197,4347,28/08/2026 00:00,06/09/2026 00:00,rejected,1
3220,153,3596,30/12/2026 00:00,31/12/2026 00:00,rejected,1
3225,1197,1530,28/08/2026 00:00,05/09/2026 00:00,rejected,1
3238,1369,4105,02/11/2026 00:00,09/11/2026 00:00,rejected,1
3330,732,2582,20/10/2026 00:00,24/10/2026 00:00,rejected,1
3331,698,1693,04/07/2026 00:00,18/07/2026 00:00,rejected,1
3334,2545,5018,24/04/2026 00:00,01/05/2026 00:00,rejected,1
3375,2828,1839,26/12/2026 00:00,02/01/2027 00:00,rejected,1
3381,2970,4819,20/12/2026 00:00,26/12/2026 00:00,rejected,1
3406,611,5377,06/09/2026 00:00,19/09/2026 00:00,rejected,1
3408,2671,2006,05/11/2026 00:00,15/11/2026 00:00,canceled,1
3409,3148,1551,02/01/2026 06:05,03/01/2026 06:05,rejected,1
3416,1909,1588,17/01/2026 00:00,29/01/2026 00:00,rejected,1
3420,645,3195,26/05/2026 00:00,,alerted,1
3428,2809,2361,14/08/2026 00:00,28/08/2026 00:00,rejected,1
3441,1172,5274,17/06/2026 03:40,27/06/2026 03:40,rejected,1
3469,2291,3447,03/08/2026 00:00,16/08/2026 00:00,rejected,1
3472,1089,4909,25/01/2026 00:00,04/02/2026 00:00,rejected,1
3511,2609,4118,24/09/2026 00:00,01/10/2026 00:00,rejected,1
3516,2792,2879,04/08/2026 00:00,07/08/2026 00:00,rejected,1
3542,1990,2740,26/11/2025 07:26,30/11/2025 07:26,rejected,1
3548,197,1713,12/09/2026 00:00,20/09/2026 00:00,rejected,1
3594,2168,2255,21/10/2026 00:00,22/10/2026 00:00,rejected,1
3597,1032,1680,10/09/2026 00:00,16/09/2026 00:00,canceled,1
3650,2296,5202,20/07/2026 00:00,25/07/2026 00:00,rejected,1
3657,1128,5442,14/12/2026 00:00,27/12/2026 00:00,rejected,1
3658,248,2857,10/08/2026 00:00,,alerted,1
3697,1851,1802,26/10/2026 03:28,01/11/2026 03:28,rejected,1
3732,2375,3211,28/04/2026 00:00,12/05/2026 00:00,rejected,1
3740,3010,5413,30/12/2026 00:00,13/01/2027 00:00,rejected,1
3768,3008,1640,10/11/2026 00:00,22/11/2026 00:00,accepted,1
3770,2868,2822,08/02/2026 00:00,20/02/2026 00:00,canceled,1
3783,248,4642,08/08/2026 00:00,,alerted,1
3792,153,4125,02/11/2026 00:00,15/11/2026 00:00,rejected,1
3806,2124,2197,26/11/2025 00:00,28/11/2025 00:00,rejected,1
3820,2860,2983,06/12/2026 00:00,13/12/2026 00:00,rejected,1
3825,1662,2650,21/05/2026 22:09,15/06/2026 22:09,canceled,1
3826,853,4694,07/11/2026 00:00,17/11/2026 00:00,accepted,1
3837,1563,4996,04/08/2026 00:00,08/08/2026 00:00,accepted,1
3838,2605,1717,29/12/2026 00:00,06/01/2027 00:00,rejected,1
3850,779,3116,14/06/2026 00:00,18/06/2026 00:00,accepted,1
3854,2847,2841,04/12/2026 00:00,09/12/2026 00:00,rejected,1
3857,530,3188,29/11/2026 00:00,,alerted,1
3866,2614,2563,17/12/2026 21:38,12/01/2027 21:38,accepted,1
3872,1597,5440,11/02/2026 00:00,19/02/2026 00:00,accepted,1
3928,2920,3129,23/10/2026 00:00,24/10/2026 00:00,canceled,1
3929,1089,4466,19/12/2026 19:23,25/12/2026 19:23,rejected,1
3955,2809,5125,28/12/2026 07:18,11/01/2027 07:18,rejected,1
3969,3173,2353,15/10/2026 00:00,22/10/2026 00:00,accepted,1
3978,1316,4922,29/11/2026 00:00,05/12/2026 00:00,canceled,1
3993,1826,5370,06/11/2026 00:00,17/11/2026 00:00,accepted,1
4006,95,4571,09/09/2025 19:52,14/09/2025 19:52,rejected,1
4021,868,3030,26/12/2026 17:52,18/01/2027 17:52,canceled,1
4073,455,4521,21/08/2026 00:00,27/08/2026 00:00,rejected,1
4094,1745,2866,10/12/2026 00:00,20/12/2026 00:00,rejected,1
4101,1461,2291,12/10/2026 00:00,25/10/2026 00:00,canceled,1
4112,1192,2009,07/08/2025 00:00,12/08/2025 00:00,rejected,1
4122,2685,3877,03/01/2027 00:00,10/01/2027 00:00,accepted,1
4125,140,5287,07/03/2026 00:35,23/03/2026 00:35,accepted,1
4151,2970,2571,22/12/2026 00:00,03/01/2027 00:00,accepted,1
4157,95,1714,21/03/2026 00:23,08/04/2026 00:23,accepted,1
4159,421,4213,21/12/2026 00:00,24/12/2026 00:00,canceled,1
4167,2344,4503,28/05/2026 04:40,08/06/2026 04:40,accepted,1
4172,2718,5427,20/12/2026 00:00,03/01/2027 00:00,accepted,1
4176,967,3580,20/04/2026 00:00,,alerted,1
4192,2712,2791,12/07/2026 05:11,09/08/2026 05:11,accepted,1
4193,2768,3957,03/01/2027 00:00,11/01/2027 00:00,rejected,1
4201,1380,2672,28/12/2025 00:00,31/12/2025 00:00,rejected,1
4216,1409,4910,20/03/2026 00:00,30/03/2026 00:00,accepted,1
4217,2392,3597,30/08/2026 00:00,08/09/2026 00:00,accepted,1
4228,3153,4800,15/10/2026 00:00,16/10/2026 00:00,accepted,1
4233,1546,3953,05/08/2026 00:00,06/08/2026 00:00,rejected,1
4239,140,3299,16/12/2026 01:21,14/01/2027 01:21,accepted,1
4243,863,5174,29/09/2026 00:00,06/10/2026 00:00,rejected,1
4245,904,1550,25/10/2026 00:00,06/11/2026 00:00,rejected,1
4286,759,4523,30/08/2026 00:00,09/09/2026 00:00,rejected,1
4305,248,1740,29/08/2026 13:21,,alerted,1
4322,2926,1666,10/09/2026 00:00,20/09/2026 00:00,accepted,1
4327,2847,4687,07/12/2026 00:00,18/12/2026 00:00,accepted,1
4331,1034,4389,01/01/2027 00:00,,alerted,1
4349,1546,3888,31/07/2026 00:00,09/08/2026 00:00,rejected,1
4360,2256,5157,16/11/2026 00:00,17/11/2026 00:00,rejected,1
4364,154,3575,28/09/2026 00:00,30/09/2026 00:00,accepted,1
4379,2816,2039,30/11/2026 03:15,05/12/2026 03:15,accepted,1
4389,1750,2787,31/12/2026 00:00,11/01/2027 00:00,accepted,1
4396,2258,3019,11/07/2026 00:00,15/07/2026 01:58,accepted,1
4399,2715,2885,23/12/2026 00:00,30/12/2026 00:00,accepted,1
4405,530,2448,25/11/2026 00:00,,alerted,1
4427,645,3662,30/05/2026 00:00,,alerted,1
4442,2877,2072,15/12/2026 00:00,29/12/2026 00:00,accepted,1
4450,574,4495,24/04/2026 00:00,02/05/2026 00:00,accepted,1
4496,1192,2853,07/08/2025 00:00,09/08/2025 00:00,rejected,1
4512,2536,3383,13/05/2026 00:00,14/05/2026 00:00,rejected,1
4514,3152,4490,04/10/2026 00:00,09/10/2026 00:00,accepted,1
4527,446,3504,30/01/2026 21:26,06/02/2026 21:26,rejected,1
4535,2847,2762,06/12/2026 00:00,13/12/2026 00:00,rejected,1
4538,557,4488,25/08/2026 00:00,31/08/2026 00:00,accepted,1
4542,1192,3295,16/12/2026 01:38,18/12/2026 01:38,rejected,1
4549,421,5299,16/12/2026 00:00,20/12/2026 00:00,accepted,1
4581,1963,4023,17/10/2026 00:00,25/10/2026 00:00,accepted,1
4582,599,2348,18/07/2026 00:00,24/07/2026 00:00,accepted,1
4583,14,3907,20/07/2026 00:00,26/07/2026 00:00,accepted,1
4594,3140,4005,08/12/2026 00:00,21/12/2026 00:00,canceled,1
4599,717,4795,13/11/2026 00:00,22/11/2026 00:00,rejected,1
4601,710,4876,23/09/2026 00:00,28/09/2026 00:00,rejected,1
4602,254,1733,07/11/2026 00:00,14/11/2026 00:00,accepted,1
4612,1199,3804,24/09/2026 00:00,08/10/2026 00:00,rejected,1
4614,322,4050,01/10/2026 17:39,02/10/2026 17:39,accepted,1
4626,982,1868,24/02/2025 00:00,01/03/2025 00:00,accepted,1
4661,2077,5245,31/12/2026 00:00,13/01/2027 00:00,accepted,1
4662,2097,2309,04/01/2027 00:00,15/01/2027 00:00,rejected,1
4666,2768,4284,28/12/2026 16:15,08/01/2027 16:15,accepted,1
4688,3120,3788,27/08/2026 00:00,10/09/2026 00:00,accepted,1
4689,3071,5171,23/11/2025 00:00,30/11/2025 00:00,canceled,1
4699,3140,2691,13/12/2026 00:00,18/12/2026 00:00,accepted,1
4718,719,2986,28/09/2026 00:00,08/10/2026 00:00,rejected,1
4725,716,4383,31/10/2026 00:00,14/11/2026 00:00,accepted,1
4733,1192,4098,11/08/2025 00:00,13/08/2025 00:00,accepted,1
4741,781,5311,31/10/2026 00:00,14/11/2026 00:00,rejected,1
4745,2718,3686,24/12/2026 00:00,01/01/2027 00:00,accepted,1
4761,891,1668,10/09/2026 00:00,11/09/2026 00:00,canceled,1
4772,585,3755,15/11/2026 00:00,27/11/2026 00:00,canceled,1
4782,2352,3562,18/11/2026 00:00,24/11/2026 00:00,rejected,1
4788,136,2767,18/07/2026 00:00,27/07/2026 00:00,rejected,1
4860,2641,1543,27/06/2026 00:00,28/06/2026 00:00,accepted,1
4878,2847,3362,03/12/2026 00:00,09/12/2026 00:00,rejected,1
4882,1861,4072,01/11/2026 00:00,05/11/2026 00:00,rejected,1
4885,645,4669,26/05/2026 00:00,,alerted,1
4916,717,4383,26/12/2026 10:48,27/12/2026 10:48,accepted,1
4932,2463,3573,27/06/2026 07:50,21/07/2026 07:50,rejected,1
4942,2381,5042,19/12/2026 00:00,30/12/2026 00:00,rejected,1
4952,3018,4005,03/10/2026 00:00,05/10/2026 00:00,accepted,1
4953,2852,1810,03/12/2026 00:00,16/12/2026 00:00,accepted,1
4975,2852,5000,04/12/2026 00:00,15/12/2026 00:00,accepted,1
4994,1555,3287,14/09/2026 00:00,15/09/2026 00:00,accepted,1
5017,3131,4782,08/08/2026 00:00,21/08/2026 00:00,accepted,1
5023,1343,2684,20/12/2026 00:00,21/12/2026 00:00,rejected,1
5050,779,4124,19/06/2026 00:00,29/06/2026 00:00,rejected,1
5079,2125,2859,01/01/2026 00:00,05/01/2026 00:00,accepted,1
5080,774,4582,12/09/2025 05:27,07/10/2025 05:27,accepted,1
5088,1883,3350,11/11/2026 00:00,15/11/2026 00:00,rejected,1
5098,1305,3538,21/11/2026 00:00,25/11/2026 00:00,accepted,1
5114,2296,2910,15/07/2026 00:00,27/07/2026 00:00,rejected,1
5130,573,5150,20/04/2026 00:00,04/05/2026 00:00,rejected,1
5163,1278,4582,05/12/2026 00:00,06/12/2026 00:00,accepted,1
