user_id,domain_id,education_status,current_level,country_code,career_goal_id,learning_style_id,profile_picture_url,bio,is_email_verified
1556,2,Senior,Junior,JO,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2600,,1
1557,1,Freshman,Junior,SA,2,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2601,,1
1558,2,Sophomore,Beginner,AE,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2602,,1
1559,1,Graduate,Beginner,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2603,,1
1560,2,Junior,Junior,MA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2604,,1
1561,1,Senior,Mid,EG,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2605,,1
1562,2,Graduate,Beginner,JO,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2607,,1
1563,1,Freshman,Beginner,MA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2608,,1
1564,3,Sophomore,Mid,JO,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2609,,1
1565,1,Junior,Mid,EG,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2610,,1
1566,1,Freshman,Mid,AE,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2611,,1
1567,1,Sophomore,Beginner,EG,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2612,,1
1568,1,Freshman,Junior,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2613,,1
1569,2,Senior,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2614,,1
1570,3,Senior,Mid,MA,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2619,,1
1571,3,Graduate,Junior,MA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2621,,1
1572,1,Freshman,Junior,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2622,,1
1573,1,Senior,Senior,SA,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2623,,1
1574,3,Sophomore,Junior,MA,3,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2625,,1
1575,1,Graduate,Beginner,SA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2632,,1
1576,1,Junior,Junior,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2633,,1
1577,3,Freshman,Junior,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2635,,1
1578,1,Senior,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2636,,1
1579,1,Sophomore,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2637,,1
1580,1,Freshman,Mid,AE,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2640,,1
1581,2,Sophomore,Mid,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2643,,1
1582,1,Graduate,Mid,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2645,,1
1583,2,Senior,Junior,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2650,,1
1584,1,Senior,Beginner,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2651,,1
1585,1,Graduate,Junior,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2652,,1
1586,1,Sophomore,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2653,,1
1587,3,Freshman,Beginner,JO,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2657,,1
1588,1,Sophomore,Junior,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2658,,1
1589,3,Freshman,Mid,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2667,,1
1590,1,Graduate,Beginner,MA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2668,,1
1591,1,Junior,Mid,JO,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2669,,1
1592,1,Freshman,Beginner,MA,2,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2670,,1
1593,2,Senior,Beginner,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2671,,1
1594,2,Senior,Junior,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2673,,1
1595,3,Senior,Mid,MA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2675,,1
1596,4,Sophomore,Mid,JO,1,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2676,,1
1597,3,Sophomore,Junior,JO,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2677,,1
1598,2,Sophomore,Beginner,AE,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2678,,1
1599,2,Senior,Junior,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2679,,1
1600,2,Freshman,Beginner,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2680,,1
1601,1,Senior,Mid,AE,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2681,,1
1602,3,Freshman,Junior,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2682,,1
1603,3,Sophomore,Junior,EG,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2684,,1
1604,1,Junior,Beginner,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2685,,1
1605,4,Sophomore,Beginner,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2686,,1
1606,3,Graduate,Junior,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2689,,1
1607,1,Freshman,Beginner,JO,2,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2692,,1
1608,4,Junior,Junior,JO,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2693,,1
1609,1,Sophomore,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2696,,1
1610,1,Junior,Beginner,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2697,,1
1611,1,Senior,Beginner,MA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2699,,1
1612,2,Freshman,Mid,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2700,,1
1613,1,Graduate,Junior,AE,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2704,,1
1614,4,Senior,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2706,,1
1615,1,Junior,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2709,,1
1616,1,Sophomore,Beginner,SA,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2710,,1
1617,2,Freshman,Mid,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2711,,1
1618,1,Graduate,Beginner,EG,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2712,,1
1619,3,Sophomore,Junior,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2713,,1
1620,1,Graduate,Junior,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2715,,1
1621,4,Freshman,Mid,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2717,,1
1622,2,Junior,Beginner,SA,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2718,,1
1623,1,Graduate,Beginner,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2719,,1
1624,1,Freshman,Mid,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2720,,1
1625,1,Graduate,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2721,,1
1626,4,Sophomore,Beginner,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2722,,1
1627,2,Graduate,Beginner,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2723,,1
1628,1,Sophomore,Junior,AE,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2728,,1
1629,1,Sophomore,Mid,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2729,,1
1630,3,Freshman,Junior,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2730,,1
1631,1,Senior,Mid,SA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2731,,1
1632,3,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2732,,1
1633,3,Junior,Mid,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2734,,1
1634,1,Sophomore,Junior,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2739,,1
1635,2,Senior,Beginner,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2740,,1
1636,1,Sophomore,Junior,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2741,,1
1637,1,Senior,Mid,JO,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2746,,1
1638,4,Senior,Beginner,AE,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2748,,1
1639,2,Junior,Beginner,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2749,,1
1640,3,Senior,Mid,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2752,,1
1641,2,Junior,Junior,AE,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2753,,1
1642,1,Freshman,Beginner,MA,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2755,,1
1643,3,Sophomore,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2758,,1
1644,2,Junior,Mid,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2760,,1
1645,1,Sophomore,Junior,SA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2764,,1
1646,1,Graduate,Beginner,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2766,,1
1647,2,Freshman,Beginner,SA,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2768,,1
1648,3,Graduate,Junior,SA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2769,,1
1649,1,Graduate,Beginner,JO,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2771,,1
1650,3,Senior,Beginner,AE,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2773,,1
1651,1,Senior,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2775,,1
1652,1,Graduate,Mid,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2779,,1
1653,1,Senior,Junior,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2780,,1
1654,3,Sophomore,Junior,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2784,,1
1655,1,Senior,Beginner,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2787,,1
1656,2,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2788,,1
1657,1,Senior,Junior,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2789,,1
1658,2,Senior,Beginner,MA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2790,,1
1659,3,Junior,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2791,,1
1660,1,Junior,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2792,,1
1661,4,Graduate,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2793,,1
1662,1,Sophomore,Junior,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2794,,1
1663,1,Freshman,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2796,,1
1664,2,Freshman,Junior,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2797,,1
1665,3,Graduate,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2798,,1
1666,1,Sophomore,Mid,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2799,,1
1667,2,Sophomore,Mid,JO,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2801,,1
1668,1,Sophomore,Junior,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2804,,1
1669,2,Junior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2805,,1
1670,2,Graduate,Mid,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2806,,1
1671,4,Freshman,Junior,AE,1,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2808,,1
1672,2,Sophomore,Beginner,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2809,,1
1673,2,Graduate,Mid,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2810,,1
1674,2,Freshman,Junior,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2813,,1
1675,1,Junior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2815,,1
1676,1,Senior,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2816,,1
1677,4,Freshman,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2819,,1
1678,1,Freshman,Beginner,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2820,,1
1679,3,Freshman,Mid,JO,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2822,,1
1680,1,Senior,Mid,MA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2823,,1
1681,3,Sophomore,Junior,MA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2824,,1
1682,1,Senior,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2825,,1
1683,4,Freshman,Junior,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2826,,1
1684,2,Junior,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2827,,1
1685,1,Freshman,Junior,SA,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2829,,1
1686,2,Junior,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2831,,1
1687,2,Graduate,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2833,,1
1688,1,Junior,Beginner,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2834,,1
1689,1,Freshman,Beginner,AE,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2835,,1
1690,3,Senior,Junior,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2837,,1
1691,3,Freshman,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2840,,1
1692,1,Freshman,Junior,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2845,,1
1693,3,Graduate,Beginner,JO,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2847,,1
1694,1,Sophomore,Junior,AE,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2848,,1
1695,1,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2849,,1
1696,2,Graduate,Junior,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2850,,1
1697,1,Senior,Beginner,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2851,,1
1698,1,Graduate,Beginner,EG,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2852,,1
1699,2,Graduate,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2854,,1
1700,1,Junior,Beginner,AE,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2855,,1
1701,1,Sophomore,Junior,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2861,,1
1702,3,Sophomore,Junior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2867,,1
1703,2,Senior,Junior,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2868,,1
1704,3,Graduate,Junior,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2869,,1
1705,2,Senior,Beginner,EG,4,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2872,,1
1706,2,Senior,Beginner,SA,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2874,,1
1707,1,Sophomore,Junior,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2877,,1
1708,3,Sophomore,Beginner,JO,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2879,,1
1709,1,Sophomore,Mid,SA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2881,,1
1710,1,Freshman,Junior,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2882,,1
1711,3,Graduate,Mid,SA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2884,,1
1712,3,Senior,Beginner,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2888,,1
1713,2,Graduate,Senior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2890,,1
1714,1,Senior,Junior,SA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2894,,1
1715,1,Senior,Beginner,MA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2898,,1
1716,2,Senior,Senior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2902,,1
1717,3,Senior,Mid,SA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2903,,1
1718,2,Junior,Junior,JO,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2909,,1
1719,1,Junior,Mid,SA,4,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2911,,1
1720,1,Freshman,Beginner,AE,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2912,,1
1721,2,Sophomore,Beginner,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2915,,1
1722,2,Senior,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2916,,1
1723,1,Graduate,Beginner,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2917,,1
1724,1,Junior,Beginner,AE,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2919,,1
1725,1,Sophomore,Junior,MA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2921,,1
1726,1,Freshman,Junior,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2922,,1
1727,2,Sophomore,Beginner,SA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2923,,1
1728,1,Senior,Mid,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2926,,1
1729,2,Sophomore,Junior,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2927,,1
1730,3,Senior,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2929,,1
1731,4,Junior,Beginner,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2930,,1
1732,4,Junior,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2931,,1
1733,1,Senior,Senior,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2933,,1
1734,1,Graduate,Beginner,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2934,,1
1735,1,Junior,Junior,MA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2935,,1
1736,3,Graduate,Beginner,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2936,,1
1737,1,Senior,Mid,EG,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2938,,1
1738,1,Senior,Junior,JO,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2939,,1
1739,1,Junior,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2940,,1
1740,1,Graduate,Beginner,JO,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2944,,1
1741,3,Senior,Beginner,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2946,,1
1742,2,Junior,Junior,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2947,,1
1743,2,Senior,Beginner,JO,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2948,,1
