user_id,domain_id,education_status,current_level,country_code,career_goal_id,learning_style_id,profile_picture_url
1606,3,Graduate,Junior,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2689
1607,1,Freshman,Beginner,JO,2,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2692
1608,4,Junior,Junior,JO,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2693
1609,1,Sophomore,Beginner,AE,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2696
1610,1,Junior,Beginner,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2697
1611,1,Senior,Beginner,MA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2699
1612,2,Freshman,Mid,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2700
1613,1,Graduate,Junior,AE,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2704
1614,4,Senior,Beginner,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2706
1615,1,Junior,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2709
1616,1,Sophomore,Beginner,SA,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2710
1617,2,Freshman,Mid,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2711
1618,1,Graduate,Beginner,EG,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2712
1619,3,Sophomore,Junior,EG,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2713
1620,1,Graduate,Junior,SA,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2715
1621,4,Freshman,Mid,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2717
1622,2,Junior,Beginner,SA,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2718
1623,1,Graduate,Beginner,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2719
1624,1,Freshman,Mid,SA,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2720
1625,1,Graduate,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2721
1626,4,Sophomore,Beginner,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2722
1627,2,Graduate,Beginner,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2723
1628,1,Sophomore,Junior,AE,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2728
1629,1,Sophomore,Mid,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2729
1630,3,Freshman,Junior,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2730
1631,1,Senior,Mid,SA,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2731
1632,3,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2732
1633,3,Junior,Mid,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2734
1634,1,Sophomore,Junior,SA,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2739
1635,2,Senior,Beginner,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2740
1636,1,Sophomore,Junior,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2741
1637,1,Senior,Mid,JO,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2746
1638,4,Senior,Beginner,AE,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2748
1639,2,Junior,Beginner,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2749
1640,3,Senior,Mid,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2752
1641,2,Junior,Junior,AE,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2753
1642,1,Freshman,Beginner,MA,2,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2755
1643,3,Sophomore,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2758
1644,2,Junior,Mid,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2760
1645,1,Sophomore,Junior,SA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2764
1646,1,Graduate,Beginner,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2766
1647,2,Freshman,Beginner,SA,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2768
1648,3,Graduate,Junior,SA,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2769
1649,1,Graduate,Beginner,JO,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2771
1650,3,Senior,Beginner,AE,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2773
1651,1,Senior,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2775
1652,1,Graduate,Mid,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2779
1653,1,Senior,Junior,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2780
1654,3,Sophomore,Junior,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2784
1655,1,Senior,Beginner,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2787
1656,2,Graduate,Junior,EG,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2788
1657,1,Senior,Junior,EG,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2789
1658,2,Senior,Beginner,MA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2790
1659,3,Junior,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2791
1660,1,Junior,Junior,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2792
1661,4,Graduate,Junior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2793
1662,1,Sophomore,Junior,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2794
1663,1,Freshman,Beginner,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2796
1664,2,Freshman,Junior,SA,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2797
1665,3,Graduate,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2798
1666,1,Sophomore,Mid,SA,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2799
1667,2,Sophomore,Mid,JO,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2801
1668,1,Sophomore,Junior,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2804
1669,2,Junior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2805
1670,2,Graduate,Mid,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2806
1671,4,Freshman,Junior,AE,1,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2808
1672,2,Sophomore,Beginner,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2809
1673,2,Graduate,Mid,SA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2810
1674,2,Freshman,Junior,AE,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2813
1675,1,Junior,Beginner,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2815
1676,1,Senior,Junior,EG,4,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2816
1677,4,Freshman,Junior,EG,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2819
1678,1,Freshman,Beginner,AE,1,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2820
1679,3,Freshman,Mid,JO,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2822
1680,1,Senior,Mid,MA,5,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2823
1681,3,Sophomore,Junior,MA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2824
1682,1,Senior,Mid,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2825
1683,4,Freshman,Junior,SA,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2826
1684,2,Junior,Junior,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2827
1685,1,Freshman,Junior,SA,1,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2829
1686,2,Junior,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2831
1687,2,Graduate,Beginner,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2833
1688,1,Junior,Beginner,EG,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2834
1689,1,Freshman,Beginner,AE,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2835
1690,3,Senior,Junior,SA,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2837
1691,3,Freshman,Junior,EG,5,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2840
1692,1,Freshman,Junior,EG,4,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2845
1693,3,Graduate,Beginner,JO,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2847
1694,1,Sophomore,Junior,AE,2,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2848
1695,1,Freshman,Mid,SA,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2849
1696,2,Graduate,Junior,SA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2850
1697,1,Senior,Beginner,SA,3,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2851
1698,1,Graduate,Beginner,EG,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2852
1699,2,Graduate,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2854
1700,1,Junior,Beginner,AE,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2855
1701,1,Sophomore,Junior,EG,5,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2861
1702,3,Sophomore,Junior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2867
1703,2,Senior,Junior,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2868
1704,3,Graduate,Junior,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2869
1705,2,Senior,Beginner,EG,4,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2872
1706,2,Senior,Beginner,SA,2,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2874
1707,1,Sophomore,Junior,SA,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2877
1708,3,Sophomore,Beginner,JO,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2879
1709,1,Sophomore,Mid,SA,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2881
1710,1,Freshman,Junior,EG,6,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2882
1711,3,Graduate,Mid,SA,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2884
1712,3,Senior,Beginner,AE,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2888
1713,2,Graduate,Senior,EG,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2890
1714,1,Senior,Junior,SA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2894
1715,1,Senior,Beginner,MA,5,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2898
1716,2,Senior,Senior,EG,4,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2902
1717,3,Senior,Mid,SA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2903
1718,2,Junior,Junior,JO,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2909
1719,1,Junior,Mid,SA,4,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2911
1720,1,Freshman,Beginner,AE,6,7,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2912
1721,2,Sophomore,Beginner,EG,3,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2915
1722,2,Senior,Junior,EG,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2916
1723,1,Graduate,Beginner,AE,3,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2917
1724,1,Junior,Beginner,AE,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2919
1725,1,Sophomore,Junior,MA,1,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2921
1726,1,Freshman,Junior,EG,3,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2922
1727,2,Sophomore,Beginner,SA,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2923
1728,1,Senior,Mid,EG,6,4,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2926
1729,2,Sophomore,Junior,EG,2,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2927
1730,3,Senior,Beginner,SA,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2929
1731,4,Junior,Beginner,EG,3,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2930
1732,4,Junior,Junior,EG,4,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2931
1733,1,Senior,Senior,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2933
1734,1,Graduate,Beginner,EG,3,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2934
1735,1,Junior,Junior,MA,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2935
1736,3,Graduate,Beginner,AE,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2936
1737,1,Senior,Mid,EG,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2938
1738,1,Senior,Junior,JO,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2939
1739,1,Junior,Beginner,SA,4,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2940
1740,1,Graduate,Beginner,JO,6,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2944
1741,3,Senior,Beginner,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2946
1742,2,Junior,Junior,SA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2947
1743,2,Senior,Beginner,JO,5,8,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2948
1744,4,Sophomore,Mid,EG,5,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2950
1745,1,Sophomore,Beginner,MA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2951
1746,1,Junior,Mid,JO,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2952
1747,1,Senior,Beginner,MA,2,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2953
1748,2,Junior,Beginner,EG,2,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2954
1749,2,Freshman,Mid,EG,5,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2958
1750,1,Junior,Senior,EG,1,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2962
1751,4,Junior,Beginner,MA,5,5,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2963
1752,1,Sophomore,Beginner,EG,1,6,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2964
1753,1,Sophomore,Junior,SA,6,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2966
1754,2,Senior,Beginner,SA,1,1,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2969
1755,4,Junior,Beginner,EG,6,3,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2970
1756,2,Junior,Junior,EG,6,2,https://api.dicebear.com/7.x/avataaars/svg?seed=mentee_2972
