id,follower_id,following_id,followed_at
111,1521,1081,2024-12-06
112,1521,1248,2024-01-03
113,1521,1359,2025-01-02
114,1522,13,2024-11-28
115,1522,146,2023-10-27
116,1522,506,2024-04-23
117,1522,796,2024-11-14
118,1522,1061,2023-10-21
119,1523,15,2024-04-29
120,1523,880,2024-07-22
121,1523,919,2024-01-01
122,1523,1095,2023-12-02
123,1524,38,2024-09-21
124,1524,688,2024-12-23
125,1524,794,2024-01-15
126,1524,828,2024-01-20
127,1524,912,2024-02-11
128,1524,915,2024-09-06
129,1524,1000,2024-04-15
130,1524,1383,2024-04-04
131,1525,88,2024-09-29
132,1525,123,2024-01-09
133,1525,377,2023-12-03
134,1525,759,2024-05-08
135,1525,781,2024-10-01
136,1525,878,2025-01-09
137,1525,1035,2024-09-21
138,1526,175,2024-04-24
139,1526,461,2023-10-27
140,1526,1461,2024-11-20
141,1527,12,2024-04-08
142,1527,138,2024-07-22
143,1527,1186,2024-06-05
144,1527,1422,2025-02-10
145,1527,1473,2023-12-12
146,1527,1478,2024-10-05
147,1528,97,2024-03-03
148,1528,1001,2024-05-14
149,1528,1309,2024-08-06
150,1529,67,2024-01-04
151,1529,146,2024-10-29
152,1529,196,2023-11-26
153,1529,379,2024-07-13
154,1529,627,2024-09-17
155,1529,691,2024-11-17
156,1529,1159,2025-02-10
157,1530,175,2024-01-17
158,1530,375,2023-11-26
159,1530,716,2024-08-07
160,1530,877,2023-12-30
161,1530,1310,2024-04-04
162,1530,1385,2024-08-05
163,1531,79,2024-05-10
164,1531,97,2024-06-09
165,1531,629,2024-11-09
166,1531,697,2024-08-19
167,1531,791,2023-11-09
168,1531,920,2024-07-31
169,1531,1210,2024-08-17
170,1531,1286,2024-07-19
171,1532,97,2024-11-18
172,1532,351,2024-10-03
173,1532,765,2024-03-05
174,1533,149,2024-02-17
175,1533,543,2024-05-27
176,1534,81,2024-09-03
177,1534,675,2024-08-26
178,1535,56,2024-07-23
179,1535,118,2024-03-15
180,1535,569,2024-11-24
181,1535,583,2024-07-25
182,1535,769,2025-01-06
183,1536,38,2023-10-28
184,1536,109,2024-01-09
185,1536,434,2023-12-23
186,1536,521,2025-01-18
187,1536,923,2025-02-01
188,1536,978,2023-11-08
189,1537,11,2024-12-28
190,1537,379,2024-04-06
191,1537,622,2024-12-01
192,1537,627,2023-11-06
193,1537,956,2024-08-24
194,1537,1432,2024-10-08
195,1538,38,2024-10-27
196,1538,263,2024-02-14
197,1538,325,2024-09-23
198,1538,598,2024-12-23
199,1538,608,2024-07-23
200,1538,736,2024-05-28
201,1538,829,2024-10-22
202,1538,1152,2024-08-21
203,1538,1303,2024-10-20
204,1538,1395,2024-10-08
205,1539,147,2024-02-25
206,1539,565,2024-07-05
207,1540,56,2024-03-17
208,1540,534,2024-09-15
209,1540,966,2023-12-25
210,1540,999,2024-03-20
211,1540,1192,2025-01-13
212,1540,1248,2024-08-25
213,1540,1379,2024-04-09
214,1540,1481,2024-12-26
215,1541,122,2024-10-30
216,1541,147,2024-08-27
217,1541,227,2024-07-08
218,1541,229,2024-07-29
219,1541,441,2024-09-06
220,1541,651,2023-11-22
221,1541,948,2024-09-15
222,1541,1272,2023-12-02
223,1541,1351,2024-03-13
224,1542,165,2024-04-14
225,1542,466,2024-06-07
226,1542,477,2024-09-04
227,1542,793,2024-07-25
228,1542,852,2024-07-05
229,1543,11,2024-06-10
230,1543,732,2024-12-07
231,1543,941,2024-11-07
232,1543,1057,2025-01-29
233,1543,1103,2023-11-07
234,1543,1284,2024-10-09
235,1543,1401,2024-09-19
236,1544,116,2024-06-01
237,1544,192,2023-12-05
238,1544,199,2024-04-19
239,1544,379,2025-02-03
240,1544,1175,2024-01-19
241,1544,1430,2024-02-17
242,1545,138,2025-01-20
243,1545,339,2024-07-24
244,1545,1305,2024-05-12
245,1546,123,2024-06-05
246,1546,227,2024-05-06
247,1546,1492,2024-06-20
248,1547,138,2024-01-28
249,1547,149,2024-07-22
250,1547,617,2024-11-16
251,1547,824,2024-09-20
252,1547,1271,2024-01-23
253,1547,1291,2023-11-02
254,1547,1365,2025-02-09
255,1548,165,2024-08-30
256,1548,792,2024-06-07
257,1548,996,2024-03-08
258,1548,1280,2024-05-01
259,1549,169,2024-11-22
260,1549,200,2023-11-28
261,1549,331,2024-08-29
262,1549,552,2023-11-21
263,1549,1145,2024-10-22
264,1550,138,2024-09-05
265,1550,336,2024-09-23
266,1550,532,2024-06-12
267,1550,706,2024-06-29
268,1550,829,2024-08-27
269,1550,1118,2024-07-18
270,1551,81,2024-06-28
271,1551,255,2024-05-03
272,1551,444,2024-07-23
273,1551,451,2024-01-04
274,1551,750,2024-12-31
275,1551,1022,2024-09-03
276,1551,1145,2024-08-09
277,1551,1166,2025-01-30
278,1551,1399,2024-05-30
279,1552,10,2024-07-04
280,1552,82,2024-06-30
281,1552,414,2024-10-21
282,1552,623,2024-12-25
283,1552,703,2024-01-06
284,1552,1153,2024-12-21
285,1553,199,2024-12-20
286,1553,208,2023-12-25
287,1553,349,2024-03-31
288,1553,996,2024-07-10
289,1553,1460,2024-08-10
290,1554,58,2024-01-28
291,1554,506,2024-06-28
292,1554,525,2024-11-06
293,1554,568,2023-11-08
294,1554,631,2024-11-27
295,1554,1093,2024-09-13
296,1555,82,2024-07-18
297,1555,1059,2024-03-30
298,1556,165,2024-10-02
299,1556,506,2024-07-14
300,1556,699,2023-10-20
301,1556,753,2024-05-11
302,1556,1320,2024-09-13
303,1556,1359,2024-01-23
304,1556,1478,2024-10-03
305,1557,81,2024-09-04
306,1557,847,2024-11-28
307,1557,992,2024-02-18
308,1557,1094,2024-04-25
309,1557,1294,2023-11-15
310,1557,1389,2024-10-10
311,1558,146,2024-03-05
312,1558,303,2025-01-14
313,1558,395,2023-11-04
314,1559,34,2024-09-23
315,1559,38,2025-01-20
316,1559,182,2025-01-06
317,1559,313,2024-04-21
318,1559,360,2024-11-09
319,1559,1130,2024-05-06
320,1559,1169,2024-05-02
321,1559,1282,2024-10-26
322,1559,1370,2024-09-01
323,1560,38,2024-04-06
324,1560,569,2024-10-05
325,1560,1295,2024-06-09
326,1560,1379,2024-08-06
327,1561,48,2023-11-08
328,1561,58,2023-11-04
329,1561,81,2024-09-28
330,1561,1060,2023-12-22
331,1562,13,2024-01-13
332,1562,755,2024-03-11
333,1562,1151,2025-01-22
334,1563,141,2024-07-23
335,1563,146,2024-01-18
336,1563,515,2024-11-21
337,1564,58,2024-11-05
338,1564,93,2024-04-12
339,1564,248,2024-12-29
340,1564,342,2024-04-28
341,1565,82,2024-03-05
342,1565,239,2024-02-25
343,1565,556,2024-01-21
344,1565,563,2025-02-09
345,1565,1055,2024-07-14
346,1565,1351,2024-05-08
347,1566,13,2024-06-11
348,1566,1151,2024-08-18
349,1566,1274,2024-05-08
350,1567,15,2024-01-28
351,1567,156,2023-12-30
352,1567,277,2024-04-17
353,1567,1028,2024-12-16
354,1567,1390,2024-12-10
355,1568,37,2024-08-28
356,1568,365,2024-03-18
357,1568,802,2024-01-23
358,1568,1187,2024-09-10
359,1568,1413,2024-02-23
360,1569,203,2024-09-08
361,1569,525,2023-12-27
362,1569,1121,2024-10-03
363,1569,1309,2024-07-18
364,1570,81,2024-11-01
365,1570,113,2024-08-09
366,1570,336,2024-12-26
367,1570,517,2024-03-05
368,1570,548,2024-11-27
369,1570,607,2024-05-07
370,1570,633,2024-12-18
371,1571,102,2025-01-05
372,1571,204,2024-02-10
373,1571,361,2025-01-05
374,1571,481,2025-02-12
375,1571,901,2024-01-27
376,1571,1018,2024-07-25
377,1571,1108,2025-01-23
378,1571,1162,2025-02-03
379,1571,1362,2024-08-08
380,1572,37,2025-02-09
381,1572,915,2023-12-11
382,1572,993,2024-04-11
383,1572,1110,2024-05-14
384,1573,81,2024-01-12
385,1573,538,2024-03-01
386,1573,840,2023-11-29
387,1573,912,2024-10-04
388,1573,938,2024-10-02
389,1573,1294,2025-01-30
390,1574,159,2024-04-04
391,1574,199,2024-01-23
392,1574,216,2024-07-18
393,1574,923,2024-11-12
394,1575,52,2024-04-09
395,1575,191,2024-10-23
396,1575,1273,2025-02-08
397,1575,1453,2024-06-23
398,1576,13,2024-01-19
399,1576,1273,2025-01-29
400,1577,20,2025-02-14
401,1577,156,2024-04-12
402,1577,849,2024-05-06
403,1578,18,2024-01-13
404,1578,58,2024-08-09
405,1578,784,2024-01-15
406,1578,1370,2024-05-13
407,1579,192,2025-02-15
408,1579,496,2024-08-16
409,1579,620,2024-02-10
410,1579,1045,2025-01-06
411,1580,56,2024-10-09
412,1580,75,2024-02-10
413,1580,956,2024-04-12
414,1580,1443,2024-07-17
415,1581,126,2024-08-26
416,1581,146,2024-11-23
417,1581,952,2024-10-05
418,1581,1081,2024-04-26
419,1581,1234,2023-12-11
420,1581,1260,2024-02-11
421,1581,1320,2025-01-02
422,1582,34,2025-02-12
423,1582,610,2024-07-04
424,1582,612,2023-12-13
425,1582,973,2024-08-01
426,1582,1329,2024-10-17
427,1583,11,2024-05-07
428,1583,31,2024-04-26
429,1583,109,2024-04-24
430,1583,458,2023-11-02
431,1583,525,2024-09-14
432,1583,976,2024-06-26
433,1583,1160,2024-07-11
434,1584,129,2024-03-02
435,1584,156,2024-05-04
436,1584,1236,2024-12-28
437,1584,1242,2024-08-01
438,1585,96,2024-04-03
439,1585,204,2023-10-28
440,1585,523,2024-08-27
441,1585,1023,2024-04-01
442,1585,1029,2024-11-10
443,1586,156,2024-06-25
444,1586,204,2024-11-18
445,1586,421,2024-10-02
446,1587,149,2024-03-15
447,1587,777,2024-12-15
448,1587,1232,2024-03-01
449,1588,96,2024-02-11
450,1588,114,2023-10-23
451,1588,702,2024-01-27
452,1588,904,2024-03-24
453,1588,922,2024-09-05
454,1588,933,2024-09-03
455,1588,1022,2023-12-20
456,1588,1025,2025-01-11
457,1588,1297,2024-09-29
458,1588,1367,2025-01-19
459,1589,93,2024-07-08
460,1589,169,2024-12-15
461,1589,310,2024-08-10
462,1589,541,2023-11-27
463,1589,799,2025-02-05
464,1589,1207,2024-12-19
465,1590,15,2023-12-16
466,1590,702,2025-01-29
467,1590,879,2024-06-22
468,1590,892,2024-08-21
469,1591,165,2024-06-23
470,1591,234,2024-01-12
471,1591,540,2023-11-13
472,1591,1147,2024-01-29
473,1592,149,2024-07-13
474,1592,204,2024-12-19
475,1592,377,2024-10-14
476,1592,422,2024-04-07
477,1592,610,2024-08-12
478,1592,1022,2024-02-17
479,1593,146,2024-03-05
480,1593,291,2024-11-29
481,1593,680,2023-11-08
482,1593,796,2023-12-03
483,1593,874,2024-12-22
484,1593,1440,2024-04-23
485,1594,81,2024-02-04
486,1594,586,2024-05-08
487,1594,814,2024-03-25
488,1594,1232,2023-12-04
489,1595,151,2024-04-03
490,1595,169,2024-03-18
491,1595,246,2024-06-08
492,1595,264,2023-12-14
493,1595,706,2024-04-04
494,1595,889,2024-12-16
495,1595,1109,2024-04-04
496,1595,1237,2024-01-31
497,1596,32,2023-12-13
498,1596,37,2024-02-07
499,1596,207,2024-10-27
500,1596,327,2024-01-16
501,1596,986,2024-04-24
502,1596,1349,2024-09-01
503,1596,1370,2025-01-15
504,1597,34,2024-02-06
505,1597,50,2024-12-11
506,1597,116,2024-05-21
507,1597,151,2024-06-19
508,1597,255,2024-10-26
509,1597,407,2024-12-26
510,1597,660,2024-07-14
511,1597,1450,2023-12-08
512,1598,203,2024-02-18
513,1598,519,2024-12-01
514,1598,635,2024-05-25
515,1598,645,2024-06-05
516,1598,1007,2024-12-28
517,1598,1422,2024-03-30
518,1599,119,2023-11-12
519,1599,149,2023-10-28
520,1599,588,2024-09-01
521,1599,835,2024-03-04
522,1599,1414,2024-12-26
523,1600,82,2024-01-04
524,1600,108,2024-10-10
525,1600,109,2025-01-04
526,1600,357,2024-09-13
527,1600,460,2024-12-03
528,1600,472,2023-12-14
529,1600,583,2024-03-13
530,1600,1001,2024-11-17
531,1600,1093,2024-11-28
532,1600,1289,2023-12-03
533,1600,1375,2023-11-07
534,1601,93,2024-11-20
535,1601,142,2024-04-18
536,1601,362,2024-01-18
537,1601,720,2024-06-09
538,1601,996,2024-05-03
539,1601,1036,2024-08-30
540,1601,1357,2024-07-16
541,1602,6,2025-02-16
542,1602,13,2023-12-21
543,1602,76,2024-10-10
544,1602,535,2024-08-17
545,1602,736,2024-07-14
546,1602,1143,2024-06-18
547,1603,23,2024-08-02
548,1603,156,2023-11-19
549,1603,820,2024-08-24
550,1603,960,2024-10-29
551,1603,1206,2024-12-20
552,1603,1215,2023-12-26
553,1603,1300,2024-11-10
554,1604,192,2024-06-20
555,1604,903,2023-10-23
556,1604,1202,2024-03-07
557,1604,1440,2024-04-21
558,1605,11,2023-12-25
559,1605,218,2024-02-17
560,1605,340,2024-12-25
561,1605,416,2024-07-09
562,1605,589,2024-07-15
563,1605,910,2024-07-31
564,1605,1113,2024-12-31
565,1605,1288,2024-11-15
566,1605,1402,2024-04-15
567,1605,1488,2024-05-12
568,1606,185,2024-01-11
569,1606,192,2025-01-17
570,1606,313,2023-12-29
571,1606,529,2025-02-09
572,1606,616,2024-04-06
573,1606,638,2024-07-31
574,1606,978,2024-12-07
575,1606,1473,2025-01-29
576,1607,96,2024-12-07
577,1607,677,2024-11-20
578,1608,58,2024-05-26
579,1608,88,2024-05-20
580,1608,402,2023-11-18
581,1608,584,2024-04-03
582,1608,791,2025-01-04
583,1608,1035,2024-11-18
584,1608,1080,2024-08-13
585,1608,1093,2024-07-05
586,1608,1304,2024-05-19
587,1609,169,2024-11-28
588,1609,250,2024-11-09
589,1609,432,2024-06-06
590,1609,863,2024-07-21
591,1609,1088,2024-06-02
592,1609,1151,2024-03-11
593,1610,81,2024-03-20
594,1610,139,2025-01-03
595,1611,38,2024-01-13
596,1611,412,2023-12-29
597,1611,455,2024-06-28
598,1612,81,2024-10-15
599,1612,282,2024-04-09
600,1612,647,2024-07-07
601,1612,678,2024-04-09
602,1612,1281,2024-11-02
603,1612,1478,2025-01-19
604,1613,11,2024-09-26
605,1613,1226,2024-03-11
606,1613,1462,2024-07-23
607,1613,1475,2024-09-07
608,1614,146,2024-04-10
609,1614,395,2024-10-29
610,1614,939,2024-08-16
611,1615,163,2024-05-23
612,1615,652,2024-04-23
613,1615,709,2024-11-30
614,1615,855,2025-01-05
615,1615,1244,2024-03-30
616,1616,199,2024-11-26
617,1616,1065,2024-10-18
618,1616,1159,2024-12-23
619,1616,1259,2024-08-29
620,1616,1353,2024-03-15
621,1616,1360,2024-01-19
622,1617,53,2024-07-03
623,1617,109,2023-12-24
624,1617,175,2024-03-23
625,1617,336,2024-08-29
626,1617,351,2025-01-28
627,1617,583,2023-12-19
628,1617,1093,2023-12-01
629,1617,1350,2024-12-08
630,1618,175,2024-10-08
631,1618,922,2024-05-26
632,1619,147,2024-04-07
633,1619,596,2023-11-02
634,1619,598,2023-12-28
635,1619,734,2025-02-08
636,1619,1256,2024-12-28
637,1619,1335,2023-10-23
638,1620,34,2025-01-13
639,1620,513,2023-11-09
640,1620,577,2023-11-10
641,1620,1122,2024-01-07
642,1620,1247,2024-12-03
643,1621,169,2024-03-25
644,1621,282,2024-04-27
645,1621,326,2024-09-11
646,1621,708,2024-02-14
647,1621,919,2024-08-15
648,1621,1095,2024-09-15
649,1621,1330,2025-01-11
650,1622,13,2024-02-15
651,1622,132,2023-11-26
652,1622,175,2024-02-18
653,1622,678,2023-12-26
654,1622,1359,2024-09-13
655,1623,68,2025-01-11
656,1623,165,2024-12-15
657,1623,1004,2025-01-14
658,1623,1019,2024-12-16
659,1623,1125,2023-12-18
660,1624,97,2024-12-02
661,1624,164,2024-04-03
662,1625,156,2025-01-06
663,1625,172,2024-03-30
664,1625,1091,2023-11-24
665,1625,1275,2024-02-03
666,1626,81,2023-10-22
667,1626,282,2024-04-02
668,1626,837,2024-04-11
669,1627,199,2024-06-22
670,1627,532,2023-11-06
671,1627,680,2024-07-13
672,1627,855,2024-02-01
673,1627,1331,2024-09-08
674,1628,156,2024-09-08
675,1628,349,2024-05-24
676,1628,524,2024-07-30
677,1628,606,2024-10-31
678,1628,622,2024-01-21
679,1629,128,2024-10-03
680,1629,156,2023-12-10
681,1629,237,2024-03-13
682,1629,242,2024-03-23
683,1629,326,2024-03-13
684,1629,658,2024-12-28
685,1629,661,2024-07-12
686,1629,1179,2024-07-14
687,1630,149,2024-08-30
688,1630,864,2024-05-03
689,1630,1024,2024-05-04
690,1631,146,2024-08-15
691,1631,227,2024-09-01
692,1631,290,2024-10-20
693,1631,319,2024-06-27
694,1631,654,2024-01-01
695,1631,830,2024-07-01
696,1632,56,2024-12-28
697,1632,113,2024-10-07
698,1632,328,2025-02-10
699,1632,344,2024-02-10
700,1632,686,2024-05-23
701,1632,807,2024-06-05
702,1632,1033,2025-01-22
703,1633,192,2024-09-10
704,1633,273,2024-11-26
705,1633,693,2024-06-01
706,1633,799,2024-10-22
707,1633,958,2024-03-17
708,1633,1354,2024-09-13
709,1634,123,2024-05-18
710,1634,274,2024-01-04
711,1634,462,2024-11-05
712,1634,1302,2023-10-23
713,1634,1346,2023-12-25
714,1635,40,2024-04-24
715,1635,58,2024-12-26
716,1635,440,2024-07-09
717,1635,817,2024-11-01
718,1635,999,2024-10-14
719,1635,1479,2024-01-13
720,1636,93,2025-02-01
721,1636,186,2024-04-25
722,1636,326,2024-03-15
723,1636,882,2024-02-04
724,1636,1064,2023-11-24
725,1636,1094,2024-07-15
726,1637,22,2024-02-08
727,1637,81,2024-12-05
728,1637,129,2024-12-09
729,1637,203,2024-01-16
730,1637,288,2024-10-16
731,1637,1360,2024-07-24
732,1637,1374,2024-12-06
733,1637,1428,2024-12-10
734,1638,56,2023-12-13
735,1638,87,2024-10-31
736,1638,178,2023-12-27
737,1638,572,2024-01-25
738,1638,664,2024-12-21
739,1638,711,2023-11-21
740,1638,1326,2023-12-23
741,1638,1402,2024-01-30
742,1638,1407,2024-08-25
743,1639,109,2024-01-01
744,1639,147,2025-01-11
745,1639,357,2024-12-23
746,1639,712,2024-09-14
747,1639,1194,2023-10-23
748,1640,156,2024-09-04
749,1640,169,2024-03-24
750,1640,307,2024-09-03
751,1640,488,2023-12-06
752,1640,746,2023-11-19
753,1640,1115,2024-04-30
754,1640,1322,2024-11-01
755,1640,1476,2023-10-24
756,1641,109,2025-01-15
757,1641,191,2023-12-05
758,1641,296,2024-07-12
759,1641,918,2024-02-22
760,1641,1456,2024-05-19
761,1642,19,2024-03-02
762,1642,199,2024-06-26
763,1642,353,2024-01-09
764,1642,897,2024-02-01
765,1642,1219,2024-10-21
766,1643,175,2024-07-29
767,1643,243,2024-06-13
768,1643,535,2024-04-13
769,1644,97,2023-11-01
770,1644,714,2024-07-18
771,1644,749,2024-01-12
772,1644,1171,2024-11-15
773,1645,37,2024-06-17
774,1645,128,2024-05-13
775,1645,149,2024-07-11
776,1645,771,2024-10-15
777,1645,832,2023-12-03
778,1645,1155,2024-09-24
779,1646,123,2024-06-09
780,1646,943,2024-01-18
781,1646,1018,2024-11-25
782,1646,1300,2024-01-20
783,1647,58,2025-01-22
784,1647,70,2024-04-16
785,1647,482,2024-06-21
786,1648,42,2024-06-13
787,1648,143,2024-04-01
788,1648,169,2024-03-01
789,1648,307,2024-11-05
790,1648,310,2024-04-22
791,1648,686,2024-08-02
792,1648,1086,2024-09-05
793,1648,1424,2024-03-04
794,1648,1494,2024-06-23
795,1649,169,2023-12-28
796,1649,462,2024-05-01
797,1649,1365,2024-01-07
798,1649,1495,2025-01-03
799,1650,116,2024-08-07
800,1650,317,2025-02-13
801,1650,361,2023-11-05
802,1650,659,2024-04-03
803,1650,807,2023-12-31
804,1650,928,2024-08-31
805,1650,1089,2023-12-05
806,1651,96,2024-07-07
807,1651,163,2024-12-11
808,1651,894,2024-11-20
809,1651,1199,2024-12-30
810,1651,1213,2024-09-26
811,1652,37,2024-11-02
812,1652,330,2024-06-08
813,1652,512,2024-05-02
814,1652,735,2025-01-22
815,1652,742,2024-09-20
816,1652,912,2024-07-29
817,1652,1381,2024-02-20
818,1653,203,2024-10-27
819,1653,365,2023-12-11
820,1653,397,2024-05-07
821,1653,817,2023-11-16
822,1653,1019,2024-07-27
823,1653,1159,2025-01-06
824,1653,1351,2024-01-21
825,1654,98,2024-10-21
826,1654,125,2024-06-01
827,1654,150,2023-12-20
828,1654,520,2024-09-14
829,1654,594,2024-06-16
830,1654,734,2024-01-17
831,1654,963,2023-11-21
832,1654,1178,2024-06-10
833,1655,15,2024-10-05
834,1655,204,2024-02-07
835,1655,907,2024-01-29
836,1655,1159,2024-06-02
837,1655,1336,2024-11-26
838,1655,1465,2024-10-21
839,1655,1468,2024-10-26
840,1656,125,2024-02-08
841,1656,163,2025-02-05
842,1656,569,2024-08-04
843,1656,946,2024-09-19
844,1656,1150,2024-08-13
845,1656,1307,2024-01-23
846,1657,38,2024-12-21
847,1657,229,2025-02-05
848,1657,301,2023-11-03
849,1657,757,2024-04-03
850,1658,68,2024-01-21
851,1658,114,2024-01-16
852,1658,123,2024-01-07
853,1658,959,2024-08-10
854,1658,1295,2024-08-05
855,1659,38,2025-01-27
856,1659,169,2024-08-29
857,1659,336,2024-02-06
858,1659,598,2024-11-02
859,1659,1101,2024-05-17
860,1659,1261,2025-01-13
861,1660,192,2024-01-15
862,1660,659,2023-12-10
863,1660,774,2024-10-29
864,1660,869,2024-05-25
865,1660,1194,2024-12-02
866,1661,199,2024-04-04
867,1661,505,2024-09-20
868,1661,579,2024-12-30
869,1661,696,2024-08-14
870,1661,1402,2023-11-27
871,1662,38,2024-09-11
872,1662,1048,2024-03-23
873,1662,1437,2024-02-17
874,1663,56,2024-07-29
875,1663,882,2024-07-27
876,1664,13,2024-01-01
877,1664,126,2024-02-18
878,1664,149,2025-01-21
879,1664,249,2024-01-13
880,1664,588,2024-04-03
881,1664,595,2024-09-18
882,1664,757,2024-04-23
883,1664,952,2024-10-13
884,1664,1234,2024-02-22
885,1664,1353,2024-11-27
886,1664,1478,2024-08-10
887,1665,125,2024-12-31
888,1665,410,2025-01-19
889,1665,1042,2024-07-22
890,1665,1411,2024-02-01
891,1666,169,2024-03-31
892,1666,200,2024-07-30
893,1666,339,2025-02-12
894,1666,379,2024-03-25
895,1666,742,2024-03-04
896,1666,982,2024-05-20
897,1666,1107,2023-12-21
898,1666,1166,2024-06-26
899,1666,1499,2024-10-25
900,1667,12,2024-09-14
901,1667,38,2024-06-13
902,1667,59,2024-10-31
903,1667,157,2024-11-03
904,1667,260,2025-01-13
905,1667,455,2024-06-28
906,1667,534,2024-02-09
907,1668,156,2024-01-10
908,1668,353,2024-12-06
909,1668,398,2024-05-08
910,1668,897,2024-03-16
911,1668,1063,2024-02-23
912,1668,1264,2025-02-13
913,1668,1460,2023-10-30
914,1669,12,2024-08-07
915,1669,69,2024-04-07
916,1669,82,2024-03-01
917,1669,144,2025-01-05
918,1669,235,2024-02-26
919,1669,311,2024-08-10
920,1669,1326,2024-12-08
921,1670,11,2024-11-19
922,1670,40,2024-07-01
923,1670,260,2024-08-27
924,1670,351,2024-10-20
925,1670,680,2024-10-25
926,1670,733,2023-12-18
927,1670,815,2024-01-20
928,1671,82,2025-01-19
929,1671,214,2024-06-04
930,1671,734,2024-08-24
931,1671,1212,2024-12-15
932,1671,1412,2024-12-27
933,1672,13,2025-01-02
934,1672,56,2024-08-13
935,1672,91,2024-05-31
936,1672,796,2023-10-21
937,1672,803,2024-01-23
938,1672,1065,2024-08-07
939,1672,1132,2024-01-17
940,1672,1134,2024-06-01
941,1672,1426,2023-11-24
942,1672,1498,2024-01-10
943,1673,203,2023-11-17
944,1673,554,2024-04-06
945,1673,557,2024-02-23
946,1673,656,2024-09-25
947,1673,1326,2025-01-23
948,1674,38,2024-08-20
949,1674,87,2024-06-15
950,1674,322,2024-11-11
951,1674,905,2024-07-15
952,1675,38,2025-01-28
953,1675,175,2024-06-30
954,1675,182,2024-10-22
955,1675,203,2023-12-16
956,1675,727,2024-02-06
957,1675,961,2024-06-27
958,1675,1125,2024-10-16
959,1676,93,2025-01-20
960,1676,116,2024-12-11
961,1676,657,2024-04-04
962,1676,811,2023-12-29
963,1676,922,2024-08-11
964,1676,1447,2024-07-31
965,1677,130,2025-02-15
966,1677,163,2025-01-30
967,1677,194,2024-07-11
968,1677,780,2024-02-21
969,1678,149,2023-12-25
970,1678,267,2024-01-04
971,1678,1443,2023-11-03
972,1679,56,2024-12-08
973,1679,84,2024-09-29
974,1679,899,2024-11-08
975,1679,1251,2023-12-09
976,1679,1420,2023-12-27
977,1680,15,2024-11-29
978,1680,258,2024-04-23
979,1680,620,2024-05-10
