mentee_id,technology_id,experience_level
1536,119,beginner
1536,110,intermediate
1536,111,advanced
1536,114,advanced
1536,113,none
1537,56,beginner
1537,49,beginner
1537,48,none
1537,52,advanced
1537,32,beginner
1537,31,beginner
1537,30,beginner
1537,38,beginner
1537,44,intermediate
1537,41,beginner
1538,127,beginner
1538,126,none
1538,124,beginner
1538,125,intermediate
1538,114,intermediate
1538,113,beginner
1538,121,beginner
1538,123,intermediate
1538,122,beginner
1538,120,intermediate
1539,76,beginner
1539,80,beginner
1539,79,beginner
1539,72,none
1539,73,none
1539,71,beginner
1540,76,intermediate
1540,80,intermediate
1540,77,intermediate
1540,78,beginner
1540,79,beginner
1540,95,beginner
1540,89,beginner
1540,93,intermediate
1540,84,beginner
1540,86,intermediate
1540,87,beginner
1541,25,beginner
1541,24,beginner
1541,23,none
1541,22,beginner
1541,48,beginner
1541,54,advanced
1541,50,beginner
1541,3,beginner
1541,1,beginner
1541,7,intermediate
1542,11,beginner
1542,14,beginner
1542,10,beginner
1542,21,beginner
1542,16,none
1542,3,beginner
1542,5,beginner
1542,9,beginner
1543,32,beginner
1543,33,none
1543,31,beginner
1543,35,beginner
1543,29,beginner
1543,11,beginner
1543,13,intermediate
1543,20,beginner
1543,19,intermediate
1544,56,beginner
1544,51,beginner
1544,36,intermediate
1544,39,intermediate
1545,31,beginner
1545,33,beginner
1545,34,intermediate
1545,11,beginner
1545,13,beginner
1545,14,intermediate
1545,15,beginner
1545,12,beginner
1546,25,intermediate
1546,22,intermediate
1546,13,beginner
1546,10,beginner
1546,11,beginner
1546,15,beginner
1547,31,advanced
1547,32,beginner
1547,34,intermediate
1547,36,intermediate
1547,37,beginner
1547,44,beginner
1547,46,beginner
1548,72,none
1548,73,intermediate
1548,71,advanced
1548,74,none
1548,59,intermediate
1548,62,beginner
1549,32,beginner
1549,33,beginner
1549,31,beginner
1549,35,beginner
1549,34,intermediate
1549,48,intermediate
1549,52,beginner
1549,3,none
1549,9,beginner
1550,116,beginner
1550,117,beginner
1550,119,beginner
1550,121,beginner
1550,123,beginner
1550,122,beginner
1550,120,beginner
1551,24,beginner
1551,23,beginner
1551,25,beginner
1551,22,beginner
1551,28,beginner
1551,3,intermediate
1551,8,intermediate
1551,7,beginner
1552,85,intermediate
1552,84,beginner
1552,82,none
1552,80,beginner
1552,76,beginner
1552,79,beginner
1552,78,beginner
1552,77,none
1552,57,beginner
1552,59,beginner
1552,64,intermediate
1553,3,none
1553,2,none
1553,44,intermediate
1553,37,beginner
1553,42,beginner
1553,45,intermediate
1554,85,advanced
1554,87,beginner
1554,97,beginner
1554,98,beginner
1554,72,beginner
1554,73,beginner
1554,75,beginner
1554,74,beginner
1555,60,none
1555,62,intermediate
1555,73,beginner
1555,74,intermediate
1556,73,none
1556,72,beginner
1556,74,beginner
1556,84,intermediate
1556,85,none
1556,86,beginner
1556,88,intermediate
1557,14,none
1557,17,beginner
1557,31,beginner
1557,33,intermediate
1557,32,beginner
1557,35,beginner
1558,57,beginner
1558,59,beginner
1558,62,intermediate
1558,72,beginner
1558,71,beginner
1559,20,beginner
1559,11,intermediate
1559,13,none
1559,17,beginner
1559,8,none
1559,1,intermediate
1559,2,intermediate
1560,80,intermediate
1560,76,intermediate
1560,78,beginner
1560,79,beginner
1560,89,beginner
1560,94,beginner
1560,93,beginner
1561,32,intermediate
1561,31,intermediate
1561,33,beginner
1561,34,intermediate
1561,54,intermediate
1561,48,beginner
1561,49,beginner
1561,52,intermediate
1562,73,beginner
1562,72,beginner
1562,74,intermediate
1562,71,beginner
1562,59,beginner
1562,60,beginner
1562,63,beginner
1563,54,beginner
1563,48,beginner
1563,49,none
1563,52,none
1563,53,none
1563,8,beginner
1563,4,intermediate
1564,126,beginner
1564,127,beginner
1564,124,intermediate
1564,125,beginner
1564,117,beginner
1564,118,intermediate
1565,54,advanced
1565,49,beginner
1565,48,intermediate
1565,50,beginner
1565,24,beginner
1565,23,advanced
1565,25,none
1565,27,beginner
1566,42,beginner
1566,36,beginner
1566,40,beginner
1566,24,beginner
1566,26,beginner
1567,24,none
1567,26,beginner
1567,3,none
1567,8,none
1567,5,none
1567,4,beginner
1567,36,none
1567,42,beginner
1567,46,intermediate
1568,44,beginner
1568,38,beginner
1568,40,beginner
1568,54,beginner
1568,49,intermediate
1568,48,intermediate
1568,51,intermediate
1569,59,beginner
1569,60,none
1569,57,none
1569,62,beginner
1569,65,beginner
1569,66,beginner
1569,67,beginner
1569,70,beginner
1569,69,intermediate
1569,72,beginner
1569,73,beginner
1569,74,beginner
1570,126,intermediate
1570,127,none
1570,124,beginner
1570,111,none
1570,114,intermediate
1570,110,advanced
1570,115,intermediate
1571,127,beginner
1571,125,beginner
1571,104,none
1571,106,beginner
1571,105,intermediate
1572,48,beginner
1572,53,beginner
1572,1,none
1572,5,intermediate
1572,4,beginner
1573,5,beginner
1573,3,beginner
1573,9,advanced
1573,33,advanced
1573,31,none
1573,35,beginner
1574,127,beginner
1574,126,beginner
1574,125,none
1574,104,intermediate
1574,106,beginner
1574,105,beginner
1575,25,beginner
1575,24,none
1575,26,beginner
1575,5,beginner
1575,1,beginner
1575,3,beginner
1575,6,beginner
1576,23,none
1576,24,beginner
1576,25,intermediate
1576,27,none
1576,54,beginner
1576,48,intermediate
1576,53,none
1577,111,beginner
1577,114,none
1577,110,advanced
1577,112,beginner
1577,127,beginner
1577,126,beginner
1577,124,intermediate
1577,125,none
1578,3,beginner
1578,7,beginner
1578,32,beginner
1578,33,none
1578,35,beginner
1579,33,none
1579,30,beginner
1579,23,beginner
1579,25,none
1579,22,none
1580,54,intermediate
1580,50,intermediate
1580,10,intermediate
1580,13,beginner
1580,19,beginner
1581,80,none
1581,76,intermediate
1581,77,beginner
1581,78,beginner
1581,65,beginner
1581,66,beginner
1581,69,beginner
1582,42,beginner
1582,36,beginner
1582,37,intermediate
1582,45,intermediate
1582,3,intermediate
1582,4,beginner
1583,65,beginner
1583,70,beginner
1583,73,none
1583,72,advanced
1583,75,intermediate
1583,74,none
1584,25,beginner
1584,28,beginner
1584,37,intermediate
1584,36,beginner
1584,46,beginner
1584,48,none
1584,54,beginner
1584,50,beginner
1585,44,intermediate
1585,43,beginner
1585,8,beginner
1585,3,intermediate
1585,4,none
1586,14,beginner
1586,18,beginner
1586,44,intermediate
1586,36,intermediate
1586,40,beginner
1587,104,beginner
1587,108,beginner
1587,110,beginner
1587,114,beginner
1587,115,intermediate
1588,8,intermediate
1588,1,intermediate
1588,5,beginner
1588,7,beginner
1588,32,beginner
1588,31,none
1588,33,intermediate
1588,34,beginner
1589,121,advanced
1589,123,beginner
1589,120,beginner
1589,122,beginner
1589,110,beginner
1589,115,none
1590,48,intermediate
1590,54,none
1590,51,beginner
1590,25,beginner
1590,22,beginner
1590,44,beginner
1590,38,intermediate
1590,36,beginner
1590,45,beginner
1591,44,beginner
1591,36,intermediate
1591,45,none
1591,32,intermediate
1591,31,none
1591,34,advanced
1591,10,beginner
1591,13,intermediate
1591,11,beginner
1591,15,none
1591,18,beginner
1592,36,beginner
1592,45,intermediate
1592,25,beginner
1592,24,beginner
1592,23,beginner
1592,28,advanced
1593,57,none
1593,59,beginner
1593,60,beginner
1593,63,beginner
1593,103,beginner
1593,97,beginner
1593,96,intermediate
1593,100,beginner
1594,57,intermediate
1594,61,beginner
1594,84,intermediate
1594,85,beginner
1594,86,intermediate
1594,82,beginner
1595,106,beginner
1595,109,none
1595,104,beginner
1595,108,beginner
1595,126,beginner
1595,125,beginner
1596,138,advanced
1596,136,intermediate
1596,135,advanced
1596,137,beginner
1596,149,beginner
1596,146,intermediate
1596,147,beginner
1597,109,none
1597,106,beginner
1597,104,advanced
1597,105,beginner
1597,110,none
1597,115,intermediate
1598,86,beginner
1598,85,beginner
1598,84,intermediate
1598,83,beginner
1598,73,none
1598,72,beginner
1598,74,beginner
1599,84,beginner
1599,85,beginner
1599,86,none
1599,82,beginner
1599,83,beginner
1599,59,beginner
1599,60,none
1599,57,beginner
1599,63,none
1599,62,beginner
1600,97,intermediate
1600,96,intermediate
1600,98,beginner
1600,72,beginner
1600,73,beginner
1600,71,beginner
1600,74,beginner
1601,10,none
1601,11,beginner
1601,14,beginner
1601,21,beginner
1601,8,intermediate
1601,3,intermediate
1601,1,beginner
1601,6,none
1602,127,beginner
1602,126,beginner
1602,125,intermediate
1602,124,beginner
1602,121,none
1602,123,intermediate
1602,120,beginner
1603,114,none
1603,113,intermediate
1603,109,beginner
1603,104,beginner
1603,106,beginner
1603,105,beginner
1603,108,beginner
1604,11,beginner
1604,21,intermediate
1604,8,intermediate
1604,7,beginner
1605,146,beginner
1605,149,beginner
1605,148,intermediate
1605,147,beginner
1605,154,beginner
1605,151,beginner
1605,152,beginner
1605,150,beginner
1605,153,beginner
1606,117,beginner
1606,118,beginner
1606,110,intermediate
1606,111,beginner
1606,114,beginner
1606,115,beginner
1606,112,beginner
1607,38,intermediate
1607,46,beginner
1607,32,intermediate
1607,30,none
1608,154,beginner
1608,151,intermediate
1608,152,beginner
1608,142,beginner
1608,141,beginner
1608,144,intermediate
1608,134,intermediate
1608,128,beginner
1608,131,intermediate
1608,133,intermediate
1608,129,beginner
1609,38,beginner
1609,37,intermediate
1609,36,beginner
1609,47,intermediate
1609,32,beginner
1609,30,beginner
1610,11,none
1610,10,beginner
1610,19,beginner
1610,49,none
1610,48,advanced
1610,51,beginner
1611,20,intermediate
1611,11,beginner
1611,13,intermediate
1611,15,none
1611,33,beginner
1611,34,beginner
1612,66,none
1612,67,beginner
1612,65,intermediate
1612,69,beginner
1612,85,beginner
1612,86,advanced
1612,84,beginner
1612,88,beginner
1613,36,intermediate
1613,43,advanced
1613,13,intermediate
1613,20,none
1613,16,beginner
1614,135,beginner
1614,138,intermediate
1614,136,intermediate
1614,137,intermediate
1614,141,beginner
1614,142,none
1614,143,beginner
1614,145,beginner
1615,3,none
1615,5,intermediate
1615,8,beginner
1615,4,beginner
1615,10,intermediate
1615,14,beginner
1615,11,beginner
1615,18,intermediate
1615,15,beginner
1616,56,beginner
1616,54,beginner
1616,48,beginner
1616,50,intermediate
1616,32,beginner
1616,31,beginner
1616,33,beginner
1616,30,beginner
1617,73,beginner
1617,72,intermediate
1617,71,beginner
1617,74,beginner
1617,96,none
1617,99,beginner
1618,24,beginner
1618,27,intermediate
1618,10,intermediate
1618,16,beginner
1619,126,beginner
1619,124,intermediate
1619,116,none
1619,117,none
1619,119,beginner
1620,24,none
1620,22,beginner
1620,54,none
1620,56,none
1620,53,beginner
1621,149,beginner
1621,146,intermediate
1621,148,beginner
1621,147,beginner
1621,141,intermediate
1621,145,intermediate
1622,95,beginner
1622,91,none
1622,76,none
1622,80,intermediate
1622,79,beginner
1622,77,intermediate
1623,37,intermediate
1623,44,beginner
1623,39,beginner
1623,49,intermediate
1623,56,beginner
1623,50,beginner
1624,49,advanced
1624,48,intermediate
1624,56,intermediate
1624,53,beginner
1624,1,beginner
1624,5,intermediate
1624,2,beginner
1625,49,beginner
1625,54,beginner
1625,53,beginner
1625,11,beginner
1625,10,beginner
1625,21,beginner
1626,141,beginner
1626,142,intermediate
1626,143,intermediate
1626,145,advanced
1626,151,intermediate
1626,154,advanced
1626,150,beginner
1627,80,none
1627,79,beginner
1627,89,intermediate
1627,90,beginner
1627,97,beginner
1627,96,beginner
1627,103,intermediate
1627,100,beginner
1627,98,beginner
1628,5,beginner
1628,1,beginner
1628,7,beginner
1628,31,none
1628,33,intermediate
1628,32,beginner
1628,35,beginner
1628,34,intermediate
1628,24,beginner
1628,25,beginner
1628,28,beginner
1629,5,none
1629,9,beginner
1629,44,none
1629,42,beginner
1629,47,beginner
1629,24,beginner
1629,25,beginner
1629,23,beginner
1629,28,beginner
1629,26,intermediate
1630,109,beginner
1630,105,beginner
1630,110,intermediate
1630,111,beginner
1630,113,beginner
1631,54,beginner
1631,51,beginner
1631,25,intermediate
1631,23,beginner
1631,22,beginner
1631,3,beginner
1631,8,beginner
1631,6,intermediate
1632,123,intermediate
1632,120,beginner
1632,106,none
1632,107,beginner
1632,110,beginner
1632,114,beginner
1632,115,beginner
1633,117,beginner
1633,116,intermediate
1633,119,intermediate
1633,118,beginner
1633,126,intermediate
1633,124,intermediate
1634,54,none
1634,56,intermediate
1634,52,beginner
1634,24,beginner
1634,23,beginner
1634,25,beginner
1634,28,none
1634,26,intermediate
1635,76,beginner
1635,80,intermediate
1635,78,beginner
1635,103,intermediate
1635,97,beginner
1635,96,beginner
1635,98,beginner
1635,102,intermediate
1635,73,beginner
1635,72,none
1635,75,beginner
1636,8,beginner
1636,3,beginner
1636,2,beginner
1636,23,beginner
1636,24,beginner
1636,25,beginner
1636,26,beginner
1636,28,beginner
1637,42,intermediate
1637,44,none
1637,38,intermediate
1637,40,beginner
1637,25,beginner
1637,24,intermediate
1637,23,beginner
1637,27,beginner
1638,146,beginner
1638,149,advanced
1638,148,intermediate
1638,147,beginner
1638,136,beginner
1638,138,beginner
1638,137,beginner
1639,85,beginner
1639,86,beginner
1639,84,none
1639,87,beginner
1639,72,none
1639,73,beginner
1639,74,beginner
1640,127,beginner
1640,126,beginner
1640,124,beginner
1640,121,beginner
1640,123,beginner
1640,120,beginner
1640,122,beginner
1640,116,intermediate
1640,117,intermediate
1640,118,intermediate
1641,97,beginner
1641,96,beginner
1641,103,beginner
1641,101,beginner
1641,84,beginner
1641,85,beginner
1641,88,beginner
1641,72,intermediate
1641,73,intermediate
1641,75,beginner
1641,74,intermediate
1642,24,intermediate
1642,25,beginner
1642,27,none
1642,14,intermediate
1642,20,beginner
1642,16,beginner
1643,123,beginner
1643,121,beginner
1643,122,beginner
1643,110,intermediate
1643,111,beginner
1643,114,beginner
1643,112,intermediate
1643,115,beginner
1643,117,beginner
1643,116,beginner
1643,119,none
1643,118,intermediate
1644,67,beginner
1644,65,intermediate
1644,66,beginner
1644,70,intermediate
1644,68,beginner
1644,89,beginner
1644,95,beginner
1644,90,beginner
1644,57,beginner
1644,60,intermediate
1644,62,beginner
1645,33,beginner
1645,32,intermediate
1645,34,beginner
1645,25,intermediate
1645,24,beginner
1645,23,beginner
1645,26,beginner
1646,37,none
1646,43,beginner
1646,14,beginner
1646,16,beginner
1647,76,beginner
1647,80,beginner
1647,79,beginner
1647,78,intermediate
1647,77,intermediate
1647,59,beginner
1647,60,none
1647,64,beginner
1648,121,beginner
1648,123,beginner
1648,120,beginner
1648,110,beginner
1648,111,beginner
1648,113,intermediate
1648,109,intermediate
1648,106,intermediate
1648,104,beginner
1648,108,intermediate
1649,56,none
1649,48,intermediate
1649,49,none
1649,51,beginner
1649,37,beginner
1649,36,beginner
1649,38,intermediate
1649,39,beginner
1650,116,beginner
1650,117,beginner
1650,118,none
1650,126,beginner
1650,127,beginner
1650,125,beginner
1650,124,beginner
1650,121,beginner
1650,123,none
1650,122,beginner
1650,120,intermediate
1651,36,beginner
1651,38,intermediate
1651,40,beginner
1651,25,beginner
1651,27,intermediate
1651,3,none
1651,2,beginner
1652,36,beginner
1652,37,none
1652,46,none
1652,5,none
1652,6,beginner
1652,33,advanced
1652,31,none
1652,32,none
1652,35,intermediate
1653,54,beginner
1653,56,beginner
1653,48,beginner
1653,50,advanced
1653,36,beginner
1653,41,beginner
1653,23,intermediate
1653,27,intermediate
1654,116,intermediate
1654,119,intermediate
1654,126,intermediate
1654,127,intermediate
1654,124,beginner
1654,125,beginner
1655,10,beginner
1655,11,beginner
1655,14,beginner
1655,19,advanced
1655,56,beginner
1655,48,beginner
1655,50,beginner
1655,5,beginner
1655,9,beginner
1656,60,beginner
1656,59,beginner
1656,61,intermediate
1656,95,none
1656,94,beginner
1656,93,beginner
1656,66,beginner
1656,67,none
1656,65,beginner
1656,69,beginner
1657,31,advanced
1657,30,beginner
1657,25,beginner
1657,24,intermediate
1657,27,intermediate
1658,76,none
1658,80,beginner
1658,79,advanced
1658,89,beginner
1658,95,beginner
1658,94,beginner
1658,91,beginner
1659,121,intermediate
1659,123,beginner
1659,122,intermediate
1659,110,beginner
1659,111,intermediate
1659,114,beginner
1659,113,intermediate
1659,115,beginner
1660,24,beginner
1660,23,none
1660,27,beginner
1660,48,beginner
1660,54,beginner
1660,56,intermediate
1660,55,none
1660,53,none
1661,135,intermediate
1661,136,intermediate
1661,139,beginner
1661,151,intermediate
1661,154,none
1661,152,none
1661,150,beginner
1661,153,beginner
1662,56,beginner
1662,51,intermediate
1662,8,intermediate
1662,6,beginner
1663,11,beginner
1663,12,beginner
1663,25,beginner
1663,24,beginner
1663,23,beginner
1663,22,intermediate
1664,76,beginner
1664,80,none
1664,78,beginner
1664,77,beginner
1664,79,beginner
1664,84,beginner
1664,86,beginner
1664,85,none
1664,87,beginner
1665,104,beginner
1665,106,beginner
1665,108,intermediate
1665,127,none
1665,126,beginner
1665,124,beginner
1665,125,beginner
1666,32,beginner
1666,31,beginner
1666,33,intermediate
1666,35,intermediate
1666,49,intermediate
1666,48,intermediate
1666,52,beginner
1667,86,none
1667,85,none
1667,81,advanced
1667,65,beginner
1667,67,beginner
1667,68,none
1668,33,beginner
1668,35,intermediate
1668,20,beginner
1668,14,intermediate
1668,13,none
1668,18,beginner
1668,16,intermediate
1669,85,beginner
1669,86,beginner
1669,81,beginner
1669,60,intermediate
1669,59,intermediate
1669,64,intermediate
1670,97,intermediate
1670,96,intermediate
1670,103,intermediate
1670,102,beginner
1670,72,beginner
1670,73,beginner
1670,71,none
1671,142,beginner
1671,141,beginner
1671,145,intermediate
1671,144,beginner
1671,149,intermediate
1671,148,none
1671,131,none
1671,128,beginner
1671,130,none
1672,86,beginner
1672,83,intermediate
1672,76,beginner
1672,80,beginner
1672,77,intermediate
1672,59,none
1672,60,beginner
1672,57,beginner
1672,61,none
1673,85,beginner
1673,86,beginner
1673,81,intermediate
1673,97,intermediate
1673,103,beginner
1673,101,none
1674,103,none
1674,96,beginner
1674,102,beginner
1674,72,beginner
1674,71,beginner
1675,1,beginner
1675,8,beginner
1675,2,beginner
1675,11,beginner
1675,12,beginner
1676,31,beginner
1676,33,beginner
1676,32,intermediate
1676,34,beginner
1676,49,none
1676,56,beginner
1676,52,beginner
1677,131,beginner
1677,132,beginner
1677,154,beginner
1677,151,beginner
1677,150,beginner
1677,153,intermediate
1677,152,beginner
1677,141,beginner
1677,142,none
1677,144,none
1678,38,beginner
1678,39,none
1678,25,beginner
1678,24,beginner
1678,28,none
1679,116,beginner
1679,117,beginner
1679,119,beginner
1679,127,advanced
1679,126,beginner
1679,124,intermediate
1679,125,beginner
1680,37,beginner
1680,42,beginner
1680,40,intermediate
1680,23,beginner
1680,24,intermediate
1680,25,intermediate
1680,22,beginner
1680,27,none
1681,123,beginner
1681,121,beginner
1681,120,intermediate
1681,122,intermediate
1681,109,beginner
1681,106,advanced
1681,108,none
1682,25,advanced
1682,23,beginner
1682,24,intermediate
1682,26,intermediate
1682,27,beginner
1682,33,beginner
1682,32,none
1682,31,intermediate
1682,34,beginner
1683,141,beginner
1683,142,none
1683,145,beginner
1683,144,advanced
1683,128,intermediate
1683,131,intermediate
1683,134,intermediate
1683,129,intermediate
1684,72,beginner
1684,73,beginner
1684,75,none
1684,67,none
1684,69,intermediate
1685,10,intermediate
1685,14,intermediate
1685,15,intermediate
1685,37,intermediate
1685,36,beginner
1685,39,beginner
1685,24,beginner
1685,23,beginner
1685,28,beginner
1686,95,beginner
1686,89,intermediate
1686,94,beginner
1686,93,beginner
1686,60,beginner
1686,57,beginner
1686,58,intermediate
1686,103,none
1686,97,beginner
1686,96,beginner
1686,101,intermediate
1687,95,beginner
1687,94,advanced
1687,89,beginner
1687,92,beginner
1687,91,beginner
1687,84,beginner
1687,86,intermediate
1687,83,beginner
1688,14,beginner
1688,21,beginner
1688,49,beginner
1688,48,beginner
1688,56,beginner
1688,53,beginner
1688,51,beginner
1689,32,intermediate
1689,30,beginner
1689,5,beginner
1689,1,beginner
1689,8,beginner
1689,4,intermediate
1690,126,beginner
1690,127,beginner
1690,124,intermediate
1690,106,none
1690,108,none
1691,109,none
1691,106,beginner
1691,107,beginner
1691,114,intermediate
1691,115,beginner
1692,25,beginner
1692,28,beginner
1692,5,none
1692,3,beginner
1692,8,beginner
1692,4,beginner
1692,6,beginner
1693,110,beginner
1693,111,intermediate
1693,114,intermediate
1693,115,beginner
1693,112,beginner
1693,116,beginner
1693,117,intermediate
1693,118,beginner
1694,31,beginner
1694,32,intermediate
1694,34,beginner
1694,24,beginner
1694,28,beginner
1695,44,beginner
1695,38,none
1695,37,beginner
1695,46,beginner
1695,48,intermediate
1695,49,none
1695,54,intermediate
1695,53,beginner
1696,66,beginner
1696,65,beginner
1696,67,beginner
1696,69,beginner
1696,70,beginner
1696,57,intermediate
1696,58,beginner
1697,25,none
1697,28,none
1697,20,intermediate
1697,10,beginner
1697,18,intermediate
1698,42,beginner
1698,37,beginner
1698,43,beginner
1698,48,beginner
1698,50,beginner
1699,97,beginner
1699,99,beginner
1699,94,beginner
1699,92,advanced
1699,72,beginner
1699,73,intermediate
1699,74,beginner
1699,71,beginner
1700,54,none
1700,55,intermediate
1700,44,beginner
1700,38,beginner
1700,36,intermediate
1700,47,intermediate
1701,13,beginner
1701,20,intermediate
1701,17,none
1701,49,beginner
1701,48,beginner
1701,55,intermediate
1702,111,beginner
1702,110,intermediate
1702,112,none
1702,116,beginner
1702,117,beginner
1702,119,intermediate
1702,118,intermediate
1703,97,none
1703,103,none
1703,96,intermediate
1703,99,beginner
1703,95,beginner
1703,94,beginner
1703,89,beginner
1703,90,beginner
1703,91,intermediate
1704,104,beginner
1704,109,beginner
1704,108,beginner
1704,116,beginner
1704,117,beginner
1704,119,beginner
1704,118,beginner
1705,94,intermediate
1705,93,beginner
1705,72,beginner
1705,73,none
1705,74,none
1706,66,intermediate
1706,65,beginner
1706,67,beginner
1706,68,beginner
1706,80,beginner
1706,76,intermediate
1706,79,intermediate
1706,77,intermediate
1706,78,beginner
1707,33,beginner
1707,31,none
1707,32,intermediate
1707,29,beginner
1707,11,beginner
1707,10,intermediate
1707,12,none
1708,121,beginner
1708,120,beginner
1708,126,beginner
1708,124,intermediate
1709,20,beginner
1709,14,none
1709,19,beginner
1709,48,intermediate
1709,56,beginner
1709,52,beginner
1710,10,beginner
1710,16,beginner
1710,33,beginner
1710,32,none
1710,31,none
1710,29,beginner
1711,117,intermediate
1711,116,beginner
1711,118,beginner
1711,119,intermediate
1711,121,none
1711,123,none
1711,120,beginner
1711,122,beginner
1712,121,none
1712,123,beginner
1712,122,beginner
1712,126,beginner
1712,127,beginner
1712,124,none
1712,125,beginner
1713,73,beginner
1713,72,beginner
1713,74,intermediate
1713,75,beginner
1713,71,advanced
1713,85,none
1713,81,intermediate
1714,31,intermediate
1714,33,beginner
1714,32,beginner
1714,30,beginner
1714,23,intermediate
1714,24,beginner
1714,25,beginner
1714,27,none
1715,32,beginner
1715,31,none
1715,33,intermediate
1715,35,beginner
1715,11,none
1715,13,intermediate
1715,14,beginner
1715,17,none
1715,18,none
1716,86,intermediate
1716,84,beginner
1716,85,beginner
1716,83,none
1716,81,intermediate
1716,73,beginner
1716,72,advanced
1716,71,beginner
